test_method,isMysteryGuest
"@Test
    public void should_parse_set_nesting() throws Exception {

        setExec(aptUtils -> {
            final FieldParser fieldParser = new FieldParser(aptUtils);
            final String className = TestEntityForCodecs.class.getCanonicalName();
            final TypeElement typeElement = aptUtils.elementUtils.getTypeElement(className);
            final EntityParsingContext entityContext = new EntityParsingContext(typeElement, ClassName.get(TestEntityForCodecs.class), strategy, globalParsingContext);

            // private Set<Map<Integer,String>> setNesting;
            VariableElement elm = findFieldInType(typeElement, ""setNesting"");
            FieldMetaSignature parsingResult = fieldParser.parse(elm, entityContext);

            assertThat(parsingResult.targetType.toString()).isEqualTo(""java.util.Set<java.util.Map<java.lang.Integer, java.lang.String>>"");
            assertThat(parsingResult.buildPropertyAsField().toString().trim().replaceAll(""\n"", """"))
                    .isEqualTo(readCodeLineFromFile(""expected_code/field_parser/should_parse_set_nesting.txt""));
        }",1
"@Test
    public void should_parse_set_udt() throws Exception {

        setExec(aptUtils -> {
            final FieldParser fieldParser = new FieldParser(aptUtils);
            final String className = TestEntityForCodecs.class.getCanonicalName();
            final TypeElement typeElement = aptUtils.elementUtils.getTypeElement(className);
            final EntityParsingContext entityContext = new EntityParsingContext(typeElement, ClassName.get(TestEntityForCodecs.class), strategy, globalParsingContext);

            // private Set<TestUDT> setUdt;
            VariableElement elm = findFieldInType(typeElement, ""setUdt"");
            FieldMetaSignature parsingResult = fieldParser.parse(elm, entityContext);

            assertThat(parsingResult.targetType.toString()).isEqualTo(""java.util.Set<com.datastax.driver.core.UDTValue>"");
            assertThat(parsingResult.buildPropertyAsField().toString().trim().replaceAll(""\n"", """"))
                    .isEqualTo(readCodeLineFromFile(""expected_code/field_parser/should_parse_set_udt.txt""));
        }",1
"@Test
    public void should_parse_tuple_nesting() throws Exception {

        setExec(aptUtils -> {
            final FieldParser fieldParser = new FieldParser(aptUtils);
            final String className = TestEntityForCodecs.class.getCanonicalName();
            final TypeElement typeElement = aptUtils.elementUtils.getTypeElement(className);
            final EntityParsingContext entityContext = new EntityParsingContext(typeElement, ClassName.get(TestEntityForCodecs.class), strategy, globalParsingContext);

            // private Tuple2<Integer, List<String>> tupleNesting;
            VariableElement elm = findFieldInType(typeElement, ""tupleNesting"");
            FieldMetaSignature parsingResult = fieldParser.parse(elm, entityContext);

            assertThat(parsingResult.targetType.toString()).isEqualTo(TUPLE_VALUE_CLASSNAME);
            assertThat(parsingResult.buildPropertyAsField().toString().trim().replaceAll(""\n"", """"))
                    .isEqualTo(readCodeLineFromFile(""expected_code/field_parser/should_parse_tuple_nesting.txt""));
        }",1
"@Test
    public void should_fail_validating_schema_when_partition_key_missing() throws Exception {
        //Given
        final Cluster cluster = CassandraEmbeddedServerBuilder.builder()
                .withScript(""EntityWithMissingPartitionKey/schema.cql"")
                .buildNativeCluster();
        cluster.init();

        //When
        exception.expect(AchillesBeanMappingException.class);
        exception.expectMessage(""The mapped partition key(s) [id] for entity "" +
                ""info.archinnov.achilles.internals.entities.EntityWithMissingPartitionKey "" +
                ""do not correspond to live schema partition key(s) [id, bucket]"");

        //Then
        ManagerFactoryBuilder
                .builder(cluster)
                .withManagedEntityClasses(EntityWithMissingPartitionKey.class)
                .build();
    }",1
"@Test
    public void should_query_using_collection_index_fromJSON() throws Exception {
        //Given
        final Long id = RandomUtils.nextLong(0L, Long.MAX_VALUE);
        scriptExecutor.executeScriptTemplate(""EntityWithIndicesForJSON/insertRows.cql"", ImmutableMap.of(""id"", id));

        //When
        final List<EntityWithIndicesForJSON> actual = manager
                .indexed()
                .select()
                .allColumns_FromBaseTable()
                .where()
                .indexed_collectionIndex().Contains_FromJson(""\""4\"""")
                .getList();

        //Then
        assertThat(actual).hasSize(1);
        final EntityWithIndicesForJSON entity = actual.get(0);
        assertThat(entity.getSimpleIndex()).isEqualTo(""411"");
    }",1
"@Test
    public void should_query_using_index_and_clustering_column_fromJSON() throws Exception {
        //Given
        final Long id = RandomUtils.nextLong(0L, Long.MAX_VALUE);
        scriptExecutor.executeScriptTemplate(""EntityWithIndicesForJSON/insertRows.cql"", ImmutableMap.of(""id"", id));

        //When
        final List<EntityWithIndicesForJSON> actual = manager
                .indexed()
                .select()
                .allColumns_FromBaseTable()
                .where()
                .indexed_simpleIndex().Eq(""312"")
                .clust1().Eq_FromJson(""3"")
                .clust3().Eq_FromJson(""\""2\"""")
                .getList();

        //Then
        assertThat(actual).hasSize(1);
        final EntityWithIndicesForJSON entity = actual.get(0);
        assertThat(entity.getSimpleIndex()).isEqualTo(""312"");
    }",1
"@Test
    public void should_build_schema_for_complex_types() throws Exception {
        //Given
        final EntityWithComplexTypes_AchillesMeta meta = new EntityWithComplexTypes_AchillesMeta();
        final CodecRegistry codecRegistry = new CodecRegistry();
        TupleTypeFactory tupleTypeFactory = new TupleTypeFactory(ProtocolVersion.NEWEST_SUPPORTED, codecRegistry);
        UserTypeFactory userTypeFactory = new UserTypeFactory(ProtocolVersion.NEWEST_SUPPORTED, codecRegistry);

        meta.inject(userTypeFactory, tupleTypeFactory);

        //When
        final String actual = meta.generateSchema(context);

        //Then
        assertThat(actual.trim()).isEqualTo(readCodeBlockFromFile(
                ""schema/should_build_schema_for_complex_types.cql""));
    }",1
"@Test
    public void should_build_schema_for_entity_with_composite_partition_key() throws Exception {
        //Given
        final EntityWithCompositePartitionKey_AchillesMeta meta = new EntityWithCompositePartitionKey_AchillesMeta();

        //When
        final String actual = meta.generateSchema(context);

        //Then
        assertThat(actual.trim()).isEqualTo(readCodeBlockFromFile(
                ""schema/should_build_schema_for_entity_with_composite_partition_key.cql""));
    }",1
"@Test
    public void should_build_schema_for_entity_with_simple_partition_key() throws Exception {
        //Given
        final EntityWithSimplePartitionKey_AchillesMeta meta = new EntityWithSimplePartitionKey_AchillesMeta();

        //When
        final String actual = meta.generateSchema(context);

        //Then
        assertThat(actual.trim()).isEqualTo(readCodeBlockFromFile(
                ""schema/should_build_schema_for_entity_with_simple_partition_key.cql""));
    }",1
"@Test
    public void should_build_schema_for_entity_with_static_annotations() throws Exception {
        //Given
        final EntityWithStaticAnnotations_AchillesMeta meta = new EntityWithStaticAnnotations_AchillesMeta();

        //When
        final String actual = meta.generateSchema(context);

        //Then
        assertThat(actual.trim()).isEqualTo(readCodeBlockFromFile(
                ""schema/should_build_schema_for_entity_with_static_annotations.cql""));
    }",1
"@Test
    public void should_build_schema_for_entity_with_static_column() throws Exception {
        //Given
        final EntityWithStaticColumn_AchillesMeta meta = new EntityWithStaticColumn_AchillesMeta();

        //When
        final String actual = meta.generateSchema(context);

        //Then
        assertThat(actual.trim()).isEqualTo(readCodeBlockFromFile(
                ""schema/should_build_schema_for_entity_with_static_column.cql""));
    }",1
"@Test
    public void should_build_schema_for_simple_entity() throws Exception {
        //Given
        final SimpleEntity_AchillesMeta meta = new SimpleEntity_AchillesMeta();

        //When
        final String actual = meta.generateSchema(context);

        //Then
        assertThat(actual.trim()).isEqualTo(readCodeBlockFromFile(
                ""schema/should_build_schema_for_simple_entity.cql""));
    }",1
"@Test
    public void testGetPackageFromModule() {
        Assert.assertEquals(CodeGenUtil.getPackageFromModule(""one-sys""), ""com.lcw.one.sys"");
        Assert.assertEquals(CodeGenUtil.getPackageFromModule(""one-code-gen""), ""com.lcw.one.codegen"");
        Assert.assertEquals(CodeGenUtil.getPackageFromModule(""one-test-camel""), ""com.lcw.one.testCamel"");
    }",1
"@Test
  public void shouldNotFailForEmptyPaths() throws MalformedURLException {
    URL url = new URL(""file://"" + file.getAbsolutePath());
    FileSystemReader fileSystemReader = FileSystemReader.getInstance(url);
    assertThat(fileSystemReader, notNullValue());
    assertThat(fileSystemReader.getSubPackagesOfPackage("""").size(), is(0));
    assertThat(fileSystemReader.getTypesInPackage("""").size(), is(0));
  }",1
"@Test
  public void throwsProperException() throws MalformedURLException {
    String anyUrl = anyUrl();
    try {
      FileSystemReader.getInstance(new URL(anyUrl));
      fail(""Expected exception not thrown!"");
    }",1
"@Test
    public void testWrite() throws Exception {
        Bean bean1 = new Bean();
        bean1.setStringField(""str"");
        bean1.setBooleanField(true);
        bean1.setCharField('s');
        bean1.setDoubleField(10.1);
        bean1.setFloatField(1.5f);
        bean1.setIntField(10);
        bean1.setLongField(100);
        bean1.setEnumField(AnEnum.ValueA);
        bean1.setEnumBean(AnEnumBean.Two);

        JSONWriter jsonWriter = new DefaultJSONWriter();
        jsonWriter.setEnumAsBean(false);
        String json = jsonWriter.write(bean1);
        TestUtils.assertEquals(DefaultJSONWriter.class.getResource(""jsonwriter-write-bean-01.txt""), json);
    }",1
"@Test
    public void testWriteBeanWithList() throws Exception {
        BeanWithList bean1 = new BeanWithList();
        bean1.setStringField(""str"");
        bean1.setBooleanField(true);
        bean1.setCharField('s');
        bean1.setDoubleField(10.1);
        bean1.setFloatField(1.5f);
        bean1.setIntField(10);
        bean1.setLongField(100);
        bean1.setEnumField(AnEnum.ValueA);
        bean1.setEnumBean(AnEnumBean.Two);
        List<String> errors = new ArrayList<String>();
        errors.add(""Field is required"");
        bean1.setErrors(errors);

        JSONWriter jsonWriter = new DefaultJSONWriter();
        jsonWriter.setEnumAsBean(false);
        jsonWriter.setIgnoreHierarchy(false);
        String json = jsonWriter.write(bean1);
        TestUtils.assertEquals(DefaultJSONWriter.class.getResource(""jsonwriter-write-bean-04.txt""), json);
    }",1
"@Test
  public void getYamlFromTgzTestCustomArchive() throws Exception {
    InputStream is = getClass().getResourceAsStream(""mongodb-4.0.4.tgz"");
    InputStream chartFromInputStream = underTest.getChartFromInputStream(is);
    String fileContent = IOUtils.toString(new InputStreamReader(chartFromInputStream));

    String expected = ""appVersion: 3.6.6\n""
        + ""description: NoSQL document-oriented database that stores JSON-like documents with\n""
        + ""  dynamic schemas, simplifying the integration of data in content-driven applications.\n""
        + ""engine: gotpl\n""
        + ""home: https://mongodb.org\n""
        + ""icon: https://bitnami.com/assets/stacks/mongodb/img/mongodb-stack-220x234.png\n""
        + ""keywords:\n""
        + ""- mongodb\n""
        + ""- database\n""
        + ""- nosql\n""
        + ""- cluster\n""
        + ""- replicaset\n""
        + ""- replication\n""
        + ""maintainers:\n""
        + ""- email: containers@bitnami.com\n""
        + ""  name: Bitnami\n""
        + ""name: mongodb\n""
        + ""sources:\n""
        + ""- https://github.com/bitnami/bitnami-docker-mongodb\n""
        + ""version: 4.0.4\n"";
    assertThat(fileContent, is(expected));
  }",1
"@Test
	public void getAllFullDumps() throws IOException {
		wrf.setWebResourceContentsFromResource(
				""https://dumps.wikimedia.org/wikidatawiki/"",
				""/wikidatawiki-index-old.html"", this.getClass());

		setLocalDump(""20140210"", DumpContentType.FULL, false);
		setLocalDump(""20140123"", DumpContentType.FULL, true);
		setLocalDump(""20140106"", DumpContentType.CURRENT, true);
		setLocalDump(""20131201"", DumpContentType.FULL, true);
		setLocalDump(""nodate"", DumpContentType.FULL, true);

		WmfDumpFileManager dumpFileManager = new WmfDumpFileManager(
				""wikidatawiki"", dm, wrf);

		List<? extends MwDumpFile> dumpFiles = dumpFileManager
				.findAllDumps(DumpContentType.FULL);

		String[] dumpDates = { ""20140210"", ""20140123"", ""20140106"", ""20131221"",
				""20131201"" }",1
"@Test
  public void createValidModel() {
    factory = new GroovyModelFactory() {
      @Override
      protected InputStream getModelResourceAsStream()
          throws IOException {
        return TestGroovyModelFactory.class.getResourceAsStream(""wro.groovy"");
      }",1
"@Test
  public void createValidModelContainingHiphen() {
    factory = new GroovyModelFactory() {
      @Override
      protected InputStream getModelResourceAsStream()
          throws IOException {
        return getClass().getResourceAsStream(""wroWithHiphen.groovy"");
      }",1
"@Test
  public void createIncompleteModel() {
    factory = new JsonModelFactory() {
      @Override
      protected InputStream getModelResourceAsStream()
          throws IOException {
        return getClass().getResourceAsStream(""incomplete-wro.json"");
      }",1
"@Test
  public void testFromFolder()
      throws Exception {
    final URL url = getClass().getResource(""../ngannotate"");

    final File testFolder = new File(url.getFile(), ""test"");
    final File expectedFolder = new File(url.getFile(), ""expected"");
    WroTestUtils.compareFromDifferentFoldersByExtension(testFolder, expectedFolder, ""js"", victim);
  }",1
"@Test
  public void testFromFolder()
      throws Exception {
    final URL url = getClass().getResource(""../ngmin"");

    final File testFolder = new File(url.getFile(), ""test"");
    final File expectedFolder = new File(url.getFile(), ""expected"");
    WroTestUtils.compareFromDifferentFoldersByExtension(testFolder, expectedFolder, ""js"", victim);
  }",1
"@Test
  public void testFromFolder()
      throws IOException {
    final URL url = getClass().getResource(""csslint"");

    final File testFolder = new File(url.getFile());
    WroTestUtils.compareFromSameFolder(testFolder, new WildcardFileFilter(""*.css""), Transformers.noOpTransformer(),
        victim);
  }",1
"@Test
  public void testAdvancedOptimization()
      throws IOException {
    victim.setCompilationLevel(CompilationLevel.ADVANCED_OPTIMIZATIONS);
    final URL url = getClass().getResource(""google"");

    final File expectedFolder = new File(url.getFile(), ""expectedAdvanced"");
    WroTestUtils.compareFromDifferentFoldersByExtension(testFolder, expectedFolder, ""js"", (ResourcePreProcessor) victim);
  }",1
"@Test
  public void testPackFromFolder()
      throws Exception {
    final ResourcePostProcessor processor = JsonHPackProcessor.packProcessor();
    final URL url = getClass().getResource(""jsonhpack"");

    final File testFolder = new File(url.getFile(), ""test"");
    final File expectedFolder = new File(url.getFile(), ""pack"");
    WroTestUtils.compareFromDifferentFoldersByExtension(testFolder, expectedFolder, ""js"", processor);
  }",1
"@Test
  public void testFromFolder()
      throws Exception {
    final ResourcePostProcessor processor = new NodeTypeScriptProcessor();
    final URL url = getClass().getResource(""typescript"");

    final File testFolder = new File(url.getFile(), ""test"");
    final File expectedFolder = new File(url.getFile(), ""expected"");
    WroTestUtils.compareFromDifferentFoldersByExtension(testFolder, expectedFolder, ""js"", processor);
  }",1
"@Test
  public void shouldUglifyFiles()
      throws IOException {
    final ResourcePostProcessor processor = new UglifyJsProcessor();
    final URL url = getClass().getResource(""uglify"");

    final File expectedFolder = new File(url.getFile(), ""expected"");
    WroTestUtils.compareFromDifferentFoldersByExtension(testFolder, expectedFolder, ""js"", processor);
  }",1
"@Test
  public void shouldMininimizeCss()
      throws IOException {
    final URL url = getClass().getResource(""yui"");

    final File testFolder = new File(url.getFile(), ""test"");
    final File expectedFolder = new File(url.getFile(), ""expected"");
    WroTestUtils.compareFromDifferentFoldersByExtension(testFolder, expectedFolder, ""css"", victim);
  }",1
"@Test
  public void shouldSetResponseLength()
      throws IOException {
    final String resourceUri = ""classpath:"" + packagePath + ""/"" + ""test.css"";
    when(mockAuthorizationManager.isAuthorized(resourceUri)).thenReturn(true);
    when(request.getParameter(ResourceProxyRequestHandler.PARAM_RESOURCE_ID)).thenReturn(resourceUri);
    when(mockUriLocator.locate(anyString())).thenReturn(new ClasspathUriLocator().locate(resourceUri));

    victim.handle(request, response);
    final int expectedLength = IOUtils.toString(getInputStream(""test.css""), Charset.defaultCharset()).length();

    verify(response, times(1)).setContentLength(expectedLength);
  }",1
"@Test
  public void testDuplicatedResourcesShouldBeSkipped()
      throws Exception {
    new GenericTestBuilder().processAndCompare(""/repeatedResources.js"", ""classpath:ro/isdc/wro/manager/repeated-out.js"");
  }",1
"@Test
  public void testFromFolder()
      throws Exception {
    final ResourcePreProcessor processor = new WroManagerProcessor();
    final URL url = getClass().getResource(""wroManager"");

    final File testFolder = new File(url.getFile(), ""test"");
    final File expectedFolder = new File(url.getFile(), ""expected"");
    WroTestUtils.compareFromDifferentFoldersByExtension(testFolder, expectedFolder, ""js"", processor);
  }",1
"@Test
  public void testMinimizeAttributeIsTrueOnResource()
      throws Exception {
    new GenericTestBuilder().processAndCompare(""/resourceMinimizeTrue.js"",
        ""classpath:ro/isdc/wro/manager/sample.min.js"");
  }",1
"@Test
  public void shouldBeNullWhenDestinationFolderIsUnrelatedToBuildDirectory() {
    final File unrelatedFolder = new File(getClass().getResource("""").getFile()).getParentFile();
    victim.setDestinationFolder(unrelatedFolder);
    assertEquals(null, victim.resolve());
  }",1
"@Test
  public void shouldGenerateXmlReportFileWithCheckstyleFormat()
      throws Exception {
    generateAndCompareReportUsingFormat(FormatterType.CHECKSTYLE.getFormat(), ""csslint-checkstyle.xml"");
  }",1
"@Test
  public void shouldGenerateXmlReportFileWithDefaultFormat()
      throws Exception {
    generateAndCompareReportUsingFormat(null, ""csslint-default.xml"");
  }",1
"@Test
  public void shouldNotFailWhenThresholdIsGreaterThanNumberOfErrors()
      throws Exception {
    mojo.setFailThreshold(5);
    setWroWithValidResources();
    mojo.execute();
  }",1
"@Test
  public void shouldGenerateReportWithDefaultFormat()
      throws Exception {
    generateAndCompareReportFile(null, ""jshint-default.xml"");
  }",1
"@Test
  public void shouldGenerateReportWithDefaultFormat() throws Exception {
    generateAndCompareReportFile(null, ""jslint-default.xml"");
  }",1
"@Test
  public void testWroXmlWithInvalidResourcesAndIgnoreMissingResourcesTrue()
      throws Exception {
    setWroWithInvalidResources();
    victim.setIgnoreMissingResources(true);
    victim.execute();
  }",1
"@Test
  public void testMojoWithConfigurableWroManagerFactoryWithValidAndEmptyConfigFileSet()
      throws Exception {
    setWroWithValidResources();
    victim.setIgnoreMissingResources(true);
    victim.setWroManagerFactory(ConfigurableWroManagerFactory.class.getName());
    victim.execute();
  }",1
"@Test
  public void testMojoWithCustomManagerFactoryWithInvalidResourceAndIgnoreMissingResources()
      throws Exception {
    setWroWithInvalidResources();
    victim.setIgnoreMissingResources(true);
    victim.setWroManagerFactory(CustomManagerFactory.class.getName());
    victim.execute();
  }",1
"@Test
  public void shouldDetectGroupReferenceFromImportedModel() {
    final WroModel model = loadModelFromLocation(""shouldDetectGroupReferenceFromImportedModel.xml"");
    assertEquals(2, model.getGroups().size());
  }",1
"@Test
  public void testTwoConcurrentCreationCalls() {
    testSuccessfulCreation();
    factory.create();
  }",1
"@Test
  public void shouldFindWildcardResourcesForFolderContainingSpaces()
      throws IOException {
    victim.locate(createUri(""/folder with spaces/**.css"", ""test""));
  }",1
"@Test
  public void testWildcard2Resources()
      throws IOException {
    victim.locate(createUri(""/css/*.cs?""));
  }",1
"@Test
  public void shouldLocateWildcard3Resources()
      throws IOException {
    victim.locate(createUri(""*.???""));
  }",1
"@Test
  public void shouldFindAllChildFoldersAndFiles()
      throws IOException {
    final ThreadLocal<Collection<String>> filenameListHolder = new ThreadLocal<Collection<String>>();
    final UriLocator uriLocator = createJarLocator(filenameListHolder);
    uriLocator.locate(""classpath:com/app/**"");
    final Collection<String> filenameList = filenameListHolder.get();
    assertNotNull(filenameList);
    assertEquals(
            Arrays.toString(new String[]{
                    ""com/app/level1"", ""com/app/level1/level2"", ""com/app/level1/level2/styles"",
                    ""com/app/level1/level2/styles/style.css"", ""com/app/level1/level2/level2.css"", ""com/app/level1/level1.css""
            }",1
"@Test
  public void shouldGetJarFileFromFile() {
    final String actual = jarStreamLocator.getJarFile(new File(""file:path/to/file!one/two/three.class"")).getPath();
    final String expected = FilenameUtils.separatorsToSystem(""path/to/file"");
    assertEquals(expected, actual);
  }",1
"@Test
  public void testLocateJarStreamDelegate()
      throws IOException {
    final InputStream is = jarStreamLocator.locateStream(""classpath:com/test/app/*.js"", new File(""src/test/resources/""));
    final String content = readLines(is).get(0);
    assertTrue(content.contains(""1.js""));
    assertTrue(content.contains(""2.js""));
    assertTrue(content.contains(""3.js""));
    assertTrue(!content.contains(""1.css""));
    
    closeQuietly(is);
  }",1
"@Test
  public void testCopyrightStripperProcessor()
      throws Exception {
    final ResourcePreProcessor decoratedProcessor = new CssMinProcessor();
    final ResourcePreProcessor processor = CopyrightKeeperProcessorDecorator.decorate(decoratedProcessor);
    final URL url = ResourcePreProcessor.class.getResource(""copyright"");

    final File testFolder = new File(url.getFile(), ""test"");
    final File expectedFolder = new File(url.getFile(), ""expected"");
    WroTestUtils.compareFromDifferentFoldersByExtension(testFolder, expectedFolder, ""css"", processor);
  }",1
"@Test
  public void shouldRemoveOriginalUrl()
      throws Exception {
    compareResultsFromFolderUsingProcessor(""expectedEmptyReplace"", createProcessorWithHandler(new ItemHandler() {
      public String replace(final String originalDeclaration, final String originalUrl) {
        return originalDeclaration.replace(originalUrl, """");
      }",1
"@Test
  public void shouldGenerateCorrectDataURIForCSSWithCharset()
      throws IOException {
    final String expected = ""data:text/css;charset=UTF-8;base64,aW5wdXQuYnV0dG9uIHsKCWJhY2tncm91bmQ6IHVybChodHRwOi8vd3JvNGouZ29vZ2xlY29kZS5jb20vc3ZuL3dpa2kvaW1nL2ZvbGRlclN0cnVjdHVyZS5wbmcpOwoJYmFja2dyb3VuZC1pbWFnZTogdXJsKCJodHRwOi8vd3JvNGouZ29vZ2xlY29kZS5jb20vc3ZuL3dpa2kvaW1nL2ZvbGRlclN0cnVjdHVyZS5wbmciKTsKCWZpbHRlcjogcHJvZ2lkOkRYSW1hZ2VUcmFuc2Zvcm0uTWljcm9zb2Z0LkFscGhhSW1hZ2VMb2FkZXIoc3JjPSdodHRwOi8vd3JvNGouZ29vZ2xlY29kZS5jb20vc3ZuL3dpa2kvaW1nL2ZvbGRlclN0cnVjdHVyZS5wbmcnLCBzaXppbmdNZXRob2Q9J3NjYWxlJyk7Cn0KLm11bHRpbGluZUFuZFNwYWNlcyB7CiAgYmFja2dyb3VuZDogCiAgICAgdXJsKCAiaHR0cDovL3dybzRqLmdvb2dsZWNvZGUuY29tL3N2bi93aWtpL2ltZy9mb2xkZXJTdHJ1Y3R1cmUucG5nICIgKTsKICBiYWNrZ3JvdW5kLWltYWdlIDogCiAgICAgdXJsKCAiaHR0cDovL3dybzRqLmdvb2dsZWNvZGUuY29tL3N2bi93aWtpL2ltZy9mb2xkZXJTdHJ1Y3R1cmUucG5nICIgKSAgICAgCn0KQGZvbnQtZmFjZSB7CiAgICBzcmM6IHVybChodHRwOi8vd3JvNGouZ29vZ2xlY29kZS5jb20vc3ZuL3dpa2kvaW1nL2ZvbGRlclN0cnVjdHVyZS5wbmcpOwp9"";
    final String actual = dataUriGenerator.generateDataURI(getInputStream(""dataUri.css""), ""dataUri.css"");
    WroTestUtils.compare(expected, actual);
  }",1
