test_method,isResourceOptimism
"@Test
  public void testReadPMMLFromMessage() throws Exception {
    PMML pmml = PMMLUtils.buildSkeletonPMML();
    String pmmlString = PMMLUtils.toString(pmml);
    assertEquals(PMMLUtils.VERSION, AppPMMLUtils.readPMMLFromUpdateKeyMessage(
        ""MODEL"", pmmlString, null).getVersion());

    Path pmmlPath = getTempDir().resolve(""out.pmml"");
    Files.write(pmmlPath, Collections.singleton(pmmlString));
    assertEquals(PMMLUtils.VERSION, AppPMMLUtils.readPMMLFromUpdateKeyMessage(
        ""MODEL-REF"", pmmlPath.toAbsolutePath().toString(), null).getVersion());

    assertNull(AppPMMLUtils.readPMMLFromUpdateKeyMessage(""MODEL-REF"", ""no-such-path"", null));
  }",1
"@Test
  public void testAllItemIDs() {
    List<String> users = target(""/user/allIDs"").request()
        .accept(MediaType.APPLICATION_JSON_TYPE).get(LIST_STRING_TYPE);
    Assert.assertEquals(7, users.size());
    for (int user = 0; user < 7; user++) {
      OryxTest.assertContains(users, ""U"" + user);
    }",1
"@Test
  public void testEmptyItems() {
    List<String> items = target(""/knownItems/X1"").request()
        .accept(MediaType.APPLICATION_JSON_TYPE).get(LIST_STRING_TYPE);
    Assert.assertEquals(0, items.size());
  }",1
"@Test
  public void testRescorer() {
    List<IDCount> top = target(""/mostPopularItems"").queryParam(""rescorerParams"", ""foo"").request()
        .accept(MediaType.APPLICATION_JSON_TYPE).get(LIST_ID_COUNT_TYPE);
    Assert.assertEquals(4, top.size());
    Assert.assertEquals(6, top.get(0).getCount());
    Assert.assertEquals(5, top.get(1).getCount());
  }",1
"@Test
  public void testDelete() {
    Response response = target(""/pref/U1/I2"").request().delete();
    checkResponse(response, ""U1"", ""I2"", """");
  }",1
"@Test
  public void testPostWithBadItemValue() {
    try (Response response = target(""/pref/U2/I2"").request().post(Entity.text(""aBc!""))) {
      Assert.assertEquals(Response.Status.BAD_REQUEST.getStatusCode(), response.getStatus());
    }",1
"@Test
  public void testRecommendToAnonymous() {
    List<IDValue> recs = target(""/recommendToAnonymous/I4=1.0/I5=2.0"").request()
        .accept(MediaType.APPLICATION_JSON_TYPE).get(LIST_ID_VALUE_TYPE);
    testTopByValue(7, recs, false);
    Assert.assertEquals(""I7"", recs.get(0).getID());
    Assert.assertEquals(0.35964763f, recs.get(0).getValue(), FLOAT_EPSILON);
  }",1
"@Test
  public void testRescorer() {
    List<IDValue> recs = target(""/recommendToAnonymous/I4=1.0/I5=2.0"")
        .queryParam(""rescorerParams"", ""foo"").request()
        .accept(MediaType.APPLICATION_JSON_TYPE).get(LIST_ID_VALUE_TYPE);
    testTopByValue(3, recs, false);
    Assert.assertEquals(""I7"", recs.get(0).getID());
    Assert.assertEquals(2.0f * 0.35964763f, recs.get(0).getValue(), FLOAT_EPSILON);
  }",1
"@Test
  public void testHowMany() {
    testHowMany(""/recommendWithContext/U5/"", 10, 2);
    testHowMany(""/recommendWithContext/U5/"", 2, 2);
    testHowMany(""/recommendWithContext/U5/"", 1, 1);
  }",1
"@Test
  public void testRecommendWithContextWithUnknown() {
    String response = target(""/recommendWithContext/U0/foo/I4=1.0/I5=2.0"").request().get(String.class);
    testCSVTopByScore(5, response);
  }",1
"@Test
  public void testRescorer() {
    List<IDValue> recs = target(""similarity/I0/I4/I6"")
        .queryParam(""rescorerParams"", ""foo"").request()
        .accept(MediaType.APPLICATION_JSON_TYPE).get(LIST_ID_VALUE_TYPE);
    testTopByValue(4, recs, false);
    Assert.assertEquals(""I5"", recs.get(1).getID());
    Assert.assertEquals(2.0 * 0.9125432970065859, recs.get(2).getValue(), DOUBLE_EPSILON);
  }",1
"@Test
  public void testSimilarityCSV() {
    String response = target(""/similarity/I0/I4/I6"").request().get(String.class);
    testCSVTopByScore(6, response);
  }",1
"@Test
  public void testZeroSimilarityToItem() {
    List<Double> items = target(""/similarityToItem/I1/I10"").request()
        .accept(MediaType.APPLICATION_JSON_TYPE).get(LIST_DOUBLE_TYPE);
    Assert.assertEquals(1, items.size());
    Assert.assertEquals(0.0f, items.get(0), FLOAT_EPSILON);
  }",1
"@Test
  public void testAssign2() {
    String prediction = target(""/assign/10,-1.0"").request().get(String.class);
    Assert.assertEquals(3, Integer.parseInt(prediction));
  }",1
"@Test
  public void testConsole() {
    String html;
    try (Response response = target(""/index.html"").request().accept(MediaType.TEXT_HTML).get()) {
      Assert.assertEquals(""public"", response.getHeaderString(""Cache-Control""));
      Assert.assertEquals(""SAMEORIGIN"", response.getHeaderString(""X-Frame-Options""));
      html = response.readEntity(String.class);
    }",1
"@Test
  public void testGet() {
    try (Response response = target(""/ready"").request().get()) {
      Assert.assertEquals(Response.Status.OK.getStatusCode(), response.getStatus());
    }",1
"@Test
  public void testDistribution() {
    List<IDValue> recs = target(""/classificationDistribution/B,0,"").request()
        .accept(MediaType.APPLICATION_JSON_TYPE).get(LIST_ID_VALUE_TYPE);
    Assert.assertEquals(""X"", recs.get(0).getID());
    Assert.assertEquals((10.0 / 90.0 + 2 * (1000.0 / 111000.0)) / 3,
                        recs.get(0).getValue(),
                        OryxTest.DOUBLE_EPSILON);
    Assert.assertEquals(""Y"", recs.get(1).getID());
    Assert.assertEquals((30.0 / 90.0 + 2 * (10000.0 / 111000.0)) / 3,
                        recs.get(1).getValue(),
                        OryxTest.DOUBLE_EPSILON);
    Assert.assertEquals(""Z"", recs.get(2).getID());
    Assert.assertEquals((50.0 / 90.0 + 2 * (100000.0 / 111000.0)) / 3,
                        recs.get(2).getValue(),
                        OryxTest.DOUBLE_EPSILON);
  }",1
"@Test
  public void testConsole() {
    String html;
    try (Response response = target(""/index.html"").request().accept(MediaType.TEXT_HTML).get()) {
      Assert.assertEquals(""public"", response.getHeaderString(""Cache-Control""));
      Assert.assertEquals(""SAMEORIGIN"", response.getHeaderString(""X-Frame-Options""));
      html = response.readEntity(String.class);
    }",1
"@Test
  public void testFormPredict() throws Exception {
    checkResponse(getFormPostResponse(PREDICT_DATA, ""/predict"", null, null));
  }",1
"@Test
  public void testALSSpeed() throws Exception {
    Map<String,Object> overlayConfig = new HashMap<>();
    overlayConfig.put(""oryx.speed.model-manager-class"", ALSSpeedModelManager.class.getName());
    overlayConfig.put(""oryx.speed.streaming.generation-interval-sec"", 5);
    overlayConfig.put(""oryx.als.hyperparams.features"", 2);
    Config config = ConfigUtils.overlayOn(overlayConfig, getConfig());

    startMessaging();

    List<KeyMessage<String,String>> updates =
        startServerProduceConsumeTopics(config,
                                        new MockALSInputGenerator(),
                                        new MockALSModelUpdateGenerator(),
                                        10, 10);

    if (log.isDebugEnabled()) {
      updates.forEach(update -> log.debug(""{}",1
"@Test
  public void testDeleteRecursively() throws IOException {
    Path testDir = createTestDirs();
    IOUtils.deleteRecursively(testDir);
    assertFalse(Files.exists(testDir));
    assertFalse(Files.exists(testDir.resolve(""subFile1"")));
  }",1
"@Test
  public void testListSubdirs2() throws IOException {
    Path testDir = createTestDirs();
    List<Path> files = IOUtils.listFiles(testDir, ""*/subFile*"");
    assertEquals(1, files.size());
    assertContains(files, testDir.resolve(""subDir1"").resolve(""subFile2""));
  }",1
"@Test
  public void testDeleteOldData() throws Exception {
    Path tempDir = getTempDir();
    Path dataDir = tempDir.resolve(""data"");
    Path modelDir = tempDir.resolve(""model"");
    Map<String,Object> overlayConfig = new HashMap<>();
    overlayConfig.put(""oryx.batch.update-class"", MockBatchUpdate.class.getName());
    ConfigUtils.set(overlayConfig, ""oryx.batch.storage.data-dir"", dataDir);
    ConfigUtils.set(overlayConfig, ""oryx.batch.storage.model-dir"", modelDir);
    overlayConfig.put(""oryx.batch.storage.max-age-data-hours"", 0);
    overlayConfig.put(""oryx.batch.storage.max-age-model-hours"", 0);
    overlayConfig.put(""oryx.batch.streaming.generation-interval-sec"", GEN_INTERVAL_SEC);
    Config config = ConfigUtils.overlayOn(overlayConfig, getConfig());

    startMessaging();
    startServerProduceConsumeTopics(config, DATA_TO_WRITE, WRITE_INTERVAL_MSEC);
    assertEquals(0, IOUtils.listFiles(dataDir, ""*"").size());
    assertEquals(0, IOUtils.listFiles(modelDir, ""*"").size());
  }",1
"@Test
  public void testUserPassword() throws Exception {
    startServer(buildUserPasswordConfig());

    Authenticator.setDefault(new Authenticator() {
      @Override
      protected PasswordAuthentication getPasswordAuthentication() {
        return new PasswordAuthentication(""oryx"", ""pass"".toCharArray());
      }",1
"@Test
  public void testMLUpdate() throws Exception {
    Path tempDir = getTempDir();
    Path dataDir = tempDir.resolve(""data"");
    Map<String,Object> overlayConfig = new HashMap<>();
    overlayConfig.put(""oryx.batch.update-class"", MockMLUpdate.class.getName());
    ConfigUtils.set(overlayConfig, ""oryx.batch.storage.data-dir"", dataDir);
    ConfigUtils.set(overlayConfig, ""oryx.batch.storage.model-dir"", tempDir.resolve(""model""));
    overlayConfig.put(""oryx.batch.streaming.generation-interval-sec"", GEN_INTERVAL_SEC);
    overlayConfig.put(""oryx.ml.eval.test-fraction"", TEST_FRACTION);
    overlayConfig.put(""oryx.ml.eval.threshold"", DATA_TO_WRITE / 2); // Should easily pass threshold
    Config config = ConfigUtils.overlayOn(overlayConfig, getConfig());

    startMessaging();

    List<Integer> trainCounts = MockMLUpdate.getResetTrainCounts();
    List<Integer> testCounts = MockMLUpdate.getResetTestCounts();

    startServerProduceConsumeTopics(config, DATA_TO_WRITE, WRITE_INTERVAL_MSEC);

    // If lists are unequal at this point, there must have been an empty test set
    // which yielded no call to evaluate(). Fill in the blank
    while (trainCounts.size() > testCounts.size()) {
      testCounts.add(0);
    }",1
"@Test
    public void deleteCurrentBranch() throws Exception {
        FileUtil.delete(localGitPath);
        RepositoryManager.create(localGitPath, null);
        RepositoryManager.checkoutExistingBranchOrCreateOrphan(localGitPath, true, null, null, ""newBranch"");

        // as the current branch is ""newBranch"" the deletion will go to tmp branch
        RepositoryManager.deleteBranch(localGitPath, ""newBranch"", false);

        assertThat(RepositoryManager.isOnBranch(localGitPath, ""tmp"")).isTrue();
    }",1
"@Test
    public void migrate_data_previously_store_in_elastic_search() throws Exception {
        String existingId = AbstractDeploymentConfig.generateId(""versionOK"", ""envId"");

        // given a configuration store in ES
        when(alienDao.findById(DeploymentMatchingConfiguration.class, existingId)).thenReturn(new DeploymentMatchingConfiguration(""versionOK"", ""envId""));
        // given the location of the existing config is defined
        Path configLocalPath = Paths.get(""target/deployment_config_dao_test/config"");
        Files.deleteIfExists(configLocalPath);
        when(localGitRepositoryPathResolver.resolve(eq(DeploymentMatchingConfiguration.class), eq(existingId))).thenReturn(configLocalPath);

        // when looking for a config that not existing in Git yet
        DeploymentMatchingConfiguration config = dao.findById(DeploymentMatchingConfiguration.class, existingId);

        // then we get data from ES
        assertThat(config).isNotNull();
        assertThat(config.getId()).isEqualTo(existingId);
        // ES data has been deleted
        verify(alienDao).delete(DeploymentMatchingConfiguration.class, existingId);
        // check data has been migrated into git
        assertThat(Files.exists(configLocalPath)).isTrue();
    }",1
"@Test
    public void testRocksDBInjector() throws Exception {
        RocksDBManager dbManager = new RocksDBManager(tempCrawlPath);
        testInject(dbManager);
    }",1
"@Test
    public void testReportTrigger() {
        XmlHttpResponse resp = new XmlHttpResponse();
        UnitTestHelper.fillResponse(resp, ""leanapps/report.xml"");
        resp.setStatusCode(200);
        fixture.setResponse(resp);
        assertEquals(""NEW_POLICY_NEW_CUSTOMER"", fixture.reportTrigger());
    }",1
"@Test
    public void testParseLalResponse() {
        XmlHttpResponse lalResponse = new XmlHttpResponse();
        UnitTestHelper.fillResponse(lalResponse, ""leanapps/getPolicyCheckResponse.xml"");
        String key = lalResponse.toString();
        assertSame(lalResponse, HttpResponse.parse(key));
    }",1
"@Test
    public void testFindChromedriverExecutable() {
        String exec = factoryFactory.getExecutable(""chromedriver"");

        assertNotNull(""No executable found for chromedriver"", exec);
        File execFile = new File(exec);
        assertTrue(""Executable for chromedriver does not exist: "" + exec, execFile.exists());
        assertTrue(""Executable for chromedriver not executable: "" + exec, execFile.canExecute());
    }",1
"@Test
    public void testTrimElements() {
        String expected = FileUtil.loadFile(""GetWeatherSoapResponse.xml"");
        String formatted = FileUtil.loadFile(""GetWeatherSoapResponseFormatted.xml"");

        String trimmed = XMLFormatter.trimElements(formatted);

        assertEquals(expected, trimmed);
        assertEquals(expected, XMLFormatter.trimElements(trimmed));
    }",1
"@Test
    public void testAllXmlNoText() {
        LalPolicyXPaths.registerNamespace();
        String responseString = FileUtil.loadFile(""leanapps/getPolicyCheckResponse.xml"");
        List<String> all = xPathHelper.getAllXPath(NS_CONTEXT, responseString, ""//*/@xsi:type"");

        assertEquals(13, all.size());
        assertEquals(""ns:PostalAddress"", all.get(1));
    }",1
"@Test
    public void testBadXPath() {
        String responseString = FileUtil.loadFile(""leanapps/getPolicyCheckResponse.xml"");
        assertEquals("""", xPathHelper.getXPath(null, responseString, ""//status""));
        try {
            xPathHelper.getXPath(null, responseString, ""\\status"");
            fail(""expected exception"");
        }",1
"@Test
    public void testXPathWithNamespace() {
        LalPolicyXPaths.registerNamespace();
        String responseString = FileUtil.loadFile(""leanapps/getPolicyCheckResponse.xml"");
        assertEquals(""OK"", xPathHelper.getXPath(NS_CONTEXT, responseString, ""//lal:status/lal:status""));
    }",1
"@Test
    public void testDatabaseCreation() {
        DatabaseSynchronizer dbSynchronizer = new DatabaseSynchronizer();

        dbSynchronizer.drop();
        assertFalse(dbSynchronizer.databaseExists());

        dbSynchronizer.create();
        assertTrue(dbSynchronizer.databaseExists());

        dbSynchronizer.drop();
    }",1
"@Test
    public void testEndpointFilename() {
        assertEquals(""person/Person.java"", new EndpointNaming(""Person"").getFilename());
        assertEquals(""personaddress/PersonAddress.java"", new EndpointNaming(""PersonAddress"").getFilename());
    }",1
"@Test
    public void testEndpointPath() {
        assertEquals(""people"", new EndpointNaming(""Person"").getPath());
        assertEquals(""person-addresses"", new EndpointNaming(""PersonAddress"").getPath());
        assertEquals(""parents"", new EndpointNaming(""Parent"").getPath());
        assertEquals(""parent-addresses"", new EndpointNaming(""ParentAddress"").getPath());
        assertEquals(""children"", new EndpointNaming(""Child"").getPath());
        assertEquals(""grandchildren"", new EndpointNaming(""Grandchild"").getPath());
    }",1
"@Test
    public void testShowFacade() {
        saveObject(1l, ""xpto"", 10);

        login(""amy"");

        String json = get(""/shielded_objects/1"");
        ShieldedObject retrievedObject = from(json, ShieldedObject.class);

        assertEquals(""xpto"", retrievedObject.getStringValue());
        assertNull(retrievedObject.getIntValue());
    }",1
"@Test
  public void testRetrieveFromFile() throws Exception {
    Path testDir = createAndGetTestDir();
    String ioEngineName = ""file:"" + testDir + ""/bucket.cache"";
    testRetrievalUtils(testDir, ioEngineName);
    int[] smallBucketSizes = new int[] { 3 * 1024, 5 * 1024 }",1
"@Test
  public void testCPRequestCost() {
    // in order to pass needsBalance judgement
    conf.setFloat(""hbase.master.balancer.stochastic.cpRequestCost"", 10000f);
    loadBalancer.onConfigurationChange(conf);
    // mock cluster State
    Map<ServerName, List<RegionInfo>> clusterState = new HashMap<ServerName, List<RegionInfo>>();
    ServerName serverA = randomServer(3).getServerName();
    ServerName serverB = randomServer(3).getServerName();
    ServerName serverC = randomServer(3).getServerName();
    List<RegionInfo> regionsOnServerA = randomRegions(3);
    List<RegionInfo> regionsOnServerB = randomRegions(3);
    List<RegionInfo> regionsOnServerC = randomRegions(3);
    clusterState.put(serverA, regionsOnServerA);
    clusterState.put(serverB, regionsOnServerB);
    clusterState.put(serverC, regionsOnServerC);
    // mock ClusterMetrics
    Map<ServerName, ServerMetrics> serverMetricsMap = new TreeMap<>();
    serverMetricsMap.put(serverA, mockServerMetricsWithCpRequests(regionsOnServerA, 0));
    serverMetricsMap.put(serverB, mockServerMetricsWithCpRequests(regionsOnServerB, 0));
    serverMetricsMap.put(serverC, mockServerMetricsWithCpRequests(regionsOnServerC, 0));
    ClusterMetrics clusterStatus = mock(ClusterMetrics.class);
    when(clusterStatus.getLiveServerMetrics()).thenReturn(serverMetricsMap);
    loadBalancer.updateClusterMetrics(clusterStatus);

    // CPRequestCostFunction are Rate based, So doing setClusterMetrics again
    // this time, regions on serverA with more cpRequestCount load
    // serverA : 1000,1000,1000
    // serverB : 0,0,0
    // serverC : 0,0,0
    // so should move two regions from serverA to serverB & serverC
    serverMetricsMap = new TreeMap<>();
    serverMetricsMap.put(serverA, mockServerMetricsWithCpRequests(regionsOnServerA, 1000));
    serverMetricsMap.put(serverB, mockServerMetricsWithCpRequests(regionsOnServerB, 0));
    serverMetricsMap.put(serverC, mockServerMetricsWithCpRequests(regionsOnServerC, 0));
    clusterStatus = mock(ClusterMetrics.class);
    when(clusterStatus.getLiveServerMetrics()).thenReturn(serverMetricsMap);
    loadBalancer.updateClusterMetrics(clusterStatus);

    List<RegionPlan> plans =
      loadBalancer.balanceTable(HConstants.ENSEMBLE_TABLE_NAME, clusterState);
    Set<RegionInfo> regionsMoveFromServerA = new HashSet<>();
    Set<ServerName> targetServers = new HashSet<>();
    for (RegionPlan plan : plans) {
      if (plan.getSource().equals(serverA)) {
        regionsMoveFromServerA.add(plan.getRegionInfo());
        targetServers.add(plan.getDestination());
      }",1
"@Test
  public void testAppendWithReadOnlyTable() throws Exception {
    final TableName tableName = TableName.valueOf(name.getMethodName());
    this.region = initHRegion(tableName, method, CONF, true, Bytes.toBytes(""somefamily""));
    boolean exceptionCaught = false;
    Append append = new Append(Bytes.toBytes(""somerow""));
    append.setDurability(Durability.SKIP_WAL);
    append.addColumn(Bytes.toBytes(""somefamily""), Bytes.toBytes(""somequalifier""),
      Bytes.toBytes(""somevalue""));
    try {
      region.append(append);
    }",1
"@Test
  public void testAtomicBatchPut() throws IOException {
    final Put[] puts = new Put[10];
    MetricsWALSource source = CompatibilitySingletonFactory.getInstance(MetricsWALSource.class);
    long syncs = prepareRegionForBachPut(puts, source, false);

    // 1. Straight forward case, should succeed
    OperationStatus[] codes = this.region.batchMutate(puts, true);
    assertEquals(10, codes.length);
    for (int i = 0; i < 10; i++) {
      assertEquals(OperationStatusCode.SUCCESS, codes[i].getOperationStatusCode());
    }",1
"@Test
  public void testBatchPut_whileNoRowLocksHeld() throws IOException {
    final Put[] puts = new Put[10];
    MetricsWALSource source = CompatibilitySingletonFactory.getInstance(MetricsWALSource.class);
    long syncs = prepareRegionForBachPut(puts, source, false);

    OperationStatus[] codes = this.region.batchMutate(puts);
    assertEquals(10, codes.length);
    for (int i = 0; i < 10; i++) {
      assertEquals(OperationStatusCode.SUCCESS, codes[i].getOperationStatusCode());
    }",1
"@Test
  public void testBatchPutWithTsSlop() throws Exception {
    // add data with a timestamp that is too recent for range. Ensure assert
    CONF.setInt(""hbase.hregion.keyvalue.timestamp.slop.millisecs"", 1000);
    final Put[] puts = new Put[10];
    MetricsWALSource source = CompatibilitySingletonFactory.getInstance(MetricsWALSource.class);

    long syncs = prepareRegionForBachPut(puts, source, true);

    OperationStatus[] codes = this.region.batchMutate(puts);
    assertEquals(10, codes.length);
    for (int i = 0; i < 10; i++) {
      assertEquals(OperationStatusCode.SANITY_CHECK_FAILURE, codes[i].getOperationStatusCode());
    }",1
"@Test
  public void testCellTTLs() throws IOException {
    IncrementingEnvironmentEdge edge = new IncrementingEnvironmentEdge();
    EnvironmentEdgeManager.injectEdge(edge);

    final byte[] row = Bytes.toBytes(""testRow"");
    final byte[] q1 = Bytes.toBytes(""q1"");
    final byte[] q2 = Bytes.toBytes(""q2"");
    final byte[] q3 = Bytes.toBytes(""q3"");
    final byte[] q4 = Bytes.toBytes(""q4"");

    // 10 seconds
    TableDescriptor tableDescriptor =
      TableDescriptorBuilder.newBuilder(TableName.valueOf(name.getMethodName()))
        .setColumnFamily(ColumnFamilyDescriptorBuilder.newBuilder(fam1).setTimeToLive(10).build())
        .build();

    Configuration conf = new Configuration(TEST_UTIL.getConfiguration());
    conf.setInt(HFile.FORMAT_VERSION_KEY, HFile.MIN_FORMAT_VERSION_WITH_TAGS);

    region = HBaseTestingUtil.createRegionAndWAL(
      RegionInfoBuilder.newBuilder(tableDescriptor.getTableName()).build(),
      TEST_UTIL.getDataTestDir(), conf, tableDescriptor);
    assertNotNull(region);
    long now = EnvironmentEdgeManager.currentTime();
    // Add a cell that will expire in 5 seconds via cell TTL
    region.put(new Put(row).add(new KeyValue(row, fam1, q1, now, HConstants.EMPTY_BYTE_ARRAY,
      new ArrayBackedTag[] {
        // TTL tags specify ts in milliseconds
        new ArrayBackedTag(TagType.TTL_TAG_TYPE, Bytes.toBytes(5000L)) }",1
"@Test
  public void testCheckAndMutateTimestampsAreMonotonic() throws IOException {
    region = initHRegion(tableName, method, CONF, fam1);
    ManualEnvironmentEdge edge = new ManualEnvironmentEdge();
    EnvironmentEdgeManager.injectEdge(edge);

    edge.setValue(10);
    Put p = new Put(row);
    p.setDurability(Durability.SKIP_WAL);
    p.addColumn(fam1, qual1, qual1);
    region.put(p);

    Result result = region.get(new Get(row));
    Cell c = result.getColumnLatestCell(fam1, qual1);
    assertNotNull(c);
    assertEquals(10L, c.getTimestamp());

    edge.setValue(1); // clock goes back
    p = new Put(row);
    p.setDurability(Durability.SKIP_WAL);
    p.addColumn(fam1, qual1, qual2);
    region.checkAndMutate(row, fam1, qual1, CompareOperator.EQUAL, new BinaryComparator(qual1), p);
    result = region.get(new Get(row));
    c = result.getColumnLatestCell(fam1, qual1);
    assertEquals(10L, c.getTimestamp());

    assertTrue(Bytes.equals(c.getValueArray(), c.getValueOffset(), c.getValueLength(), qual2, 0,
      qual2.length));
  }",1
"@Test
  public void testCloseWithFailingFlush() throws Exception {
    final Configuration conf = HBaseConfiguration.create(CONF);
    final WAL wal = createWALCompatibleWithFaultyFileSystem(method, conf, tableName);
    // Only retry once.
    conf.setInt(""hbase.hstore.flush.retries.number"", 1);
    final User user = User.createUserForTesting(conf, this.method, new String[] { ""foo"" }",1
"@Test
  public void testDelete_CheckTimestampUpdated() throws IOException {
    byte[] row1 = Bytes.toBytes(""row1"");
    byte[] col1 = Bytes.toBytes(""col1"");
    byte[] col2 = Bytes.toBytes(""col2"");
    byte[] col3 = Bytes.toBytes(""col3"");

    byte[] forUnitTestsOnly = Bytes.toBytes(""ForUnitTestsOnly"");

    // Setting up region
    this.region = initHRegion(tableName, method, CONF, fam1);
    // Building checkerList
    List<Cell> kvs = new ArrayList<>();
    kvs.add(new KeyValue(row1, fam1, col1, null));
    kvs.add(new KeyValue(row1, fam1, col2, null));
    kvs.add(new KeyValue(row1, fam1, col3, null));

    NavigableMap<byte[], List<Cell>> deleteMap = new TreeMap<>(Bytes.BYTES_COMPARATOR);
    deleteMap.put(fam1, kvs);
    region.delete(new Delete(forUnitTestsOnly, HConstants.LATEST_TIMESTAMP, deleteMap));

    // extract the key values out the memstore:
    // This is kinda hacky, but better than nothing...
    long now = EnvironmentEdgeManager.currentTime();
    AbstractMemStore memstore = (AbstractMemStore) region.getStore(fam1).memstore;
    Cell firstCell = memstore.getActive().first();
    assertTrue(firstCell.getTimestamp() <= now);
    now = firstCell.getTimestamp();
    for (Cell cell : memstore.getActive().getCellSet()) {
      assertTrue(cell.getTimestamp() <= now);
      now = cell.getTimestamp();
    }",1
"@Test
  public void testFlushResult() throws IOException {
    byte[] family = Bytes.toBytes(""family"");

    this.region = initHRegion(tableName, method, family);

    // empty memstore, flush doesn't run
    HRegion.FlushResult fr = region.flush(true);
    assertFalse(fr.isFlushSucceeded());
    assertFalse(fr.isCompactionNeeded());

    // Flush enough files to get up to the threshold, doesn't need compactions
    for (int i = 0; i < 2; i++) {
      Put put = new Put(tableName.toBytes()).addColumn(family, family, tableName.toBytes());
      region.put(put);
      fr = region.flush(true);
      assertTrue(fr.isFlushSucceeded());
      assertFalse(fr.isCompactionNeeded());
    }",1
"@Test
  public void testFlushSizeAccounting() throws Exception {
    final Configuration conf = HBaseConfiguration.create(CONF);
    final WAL wal = createWALCompatibleWithFaultyFileSystem(method, conf, tableName);
    // Only retry once.
    conf.setInt(""hbase.hstore.flush.retries.number"", 1);
    final User user = User.createUserForTesting(conf, method, new String[] { ""foo"" }",1
"@Test
  public void testGet_Empty() throws IOException {
    byte[] row = Bytes.toBytes(""row"");
    byte[] fam = Bytes.toBytes(""fam"");

    this.region = initHRegion(tableName, method, CONF, fam);
    Get get = new Get(row);
    get.addFamily(fam);
    Result r = region.get(get);

    assertTrue(r.isEmpty());
  }",1
"@Test
  public void testGet_FamilyChecker() throws IOException {
    byte[] row1 = Bytes.toBytes(""row1"");
    byte[] fam1 = Bytes.toBytes(""fam1"");
    byte[] fam2 = Bytes.toBytes(""False"");
    byte[] col1 = Bytes.toBytes(""col1"");

    // Setting up region
    this.region = initHRegion(tableName, method, CONF, fam1);
    Get get = new Get(row1);
    get.addColumn(fam2, col1);

    // Test
    try {
      region.get(get);
      fail(""Expecting DoNotRetryIOException in get but did not get any"");
    }",1
"@Test
  public void testGetScanner_WithNoFamilies() throws IOException {
    byte[] row1 = Bytes.toBytes(""row1"");
    byte[] fam1 = Bytes.toBytes(""fam1"");
    byte[] fam2 = Bytes.toBytes(""fam2"");
    byte[] fam3 = Bytes.toBytes(""fam3"");
    byte[] fam4 = Bytes.toBytes(""fam4"");

    byte[][] families = { fam1, fam2, fam3, fam4 }",1
"@Test
  public void testGetScanner_WithRegionClosed() throws IOException {
    byte[] fam1 = Bytes.toBytes(""fam1"");
    byte[] fam2 = Bytes.toBytes(""fam2"");

    byte[][] families = { fam1, fam2 }",1
"@Test
  public void testGetWhileRegionClose() throws IOException {
    Configuration hc = initSplit();
    int numRows = 100;
    byte[][] families = { fam1, fam2, fam3 }",1
"@Test
  public void testRecoveredEditsReplayCompaction() throws Exception {
    testRecoveredEditsReplayCompaction(false);
    testRecoveredEditsReplayCompaction(true);
  }",1
"@Test
  public void testReverseScanner_FromMemStore_SingleCF_FullScan() throws IOException {
    byte[] rowC = Bytes.toBytes(""rowC"");
    byte[] rowA = Bytes.toBytes(""rowA"");
    byte[] rowB = Bytes.toBytes(""rowB"");
    byte[] cf = Bytes.toBytes(""CF"");
    byte[][] families = { cf }",1
"@Test
  public void testReverseScanner_FromMemStoreAndHFiles_MultiCFs1() throws IOException {
    byte[] row0 = Bytes.toBytes(""row0""); // 1 kv
    byte[] row1 = Bytes.toBytes(""row1""); // 2 kv
    byte[] row2 = Bytes.toBytes(""row2""); // 4 kv
    byte[] row3 = Bytes.toBytes(""row3""); // 2 kv
    byte[] row4 = Bytes.toBytes(""row4""); // 5 kv
    byte[] row5 = Bytes.toBytes(""row5""); // 2 kv
    byte[] cf1 = Bytes.toBytes(""CF1"");
    byte[] cf2 = Bytes.toBytes(""CF2"");
    byte[] cf3 = Bytes.toBytes(""CF3"");
    byte[][] families = { cf1, cf2, cf3 }",1
"@Test
  public void testReverseScanner_FromMemStoreAndHFiles_MultiCFs2() throws IOException {
    byte[] row1 = Bytes.toBytes(""row1"");
    byte[] row2 = Bytes.toBytes(""row2"");
    byte[] row3 = Bytes.toBytes(""row3"");
    byte[] row4 = Bytes.toBytes(""row4"");
    byte[] cf1 = Bytes.toBytes(""CF1"");
    byte[] cf2 = Bytes.toBytes(""CF2"");
    byte[] cf3 = Bytes.toBytes(""CF3"");
    byte[] cf4 = Bytes.toBytes(""CF4"");
    byte[][] families = { cf1, cf2, cf3, cf4 }",1
"@Test
  public void testReverseScanShouldNotScanMemstoreIfReadPtLesser() throws Exception {
    byte[] cf1 = Bytes.toBytes(""CF1"");
    byte[][] families = { cf1 }",1
