App,TestFilePath,ProductionFilePath,TestFileCode,ProductionFileCode,present_smells,found_smells,false_positive,false_negative,true_positive,true_negative
    for (final RequestHandler requestHandler : requestHandlers) {
      factory.addHandler(requestHandler);
    }
    // use default when none provided
    if (requestHandlers.isEmpty()) {
      LOG.debug(""No locators configured. Using Default locator factory."");
      return new DefaultRequestHandlerFactory();
    }
    return factory;
  }

  /**
   * {@inheritDoc}
   */
  @Override
  protected Class<RequestHandlerProvider> getProviderClass() {
    return RequestHandlerProvider.class;
  }
}
",['General Fixture'],"['Assertion Roulette', 'Magic Number Test']",2,1,0,15
42940_17.0_fastjson_test_0,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/42940_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/42940_actual.java,"package com.alibaba.json.demo;

import java.util.ArrayList;
import java.util.List;

import junit.framework.TestCase;

import com.alibaba.fastjson.JSON;
import com.alibaba.fastjson.annotation.JSONField;

public class Demo2 extends TestCase {

    public void test_0() throws Exception {
        Department dep = new Department();
        dep.setId(123);
        dep.setName(""一级部门"");
        dep.setParent(dep);        

        String text = JSON.toJSONString(dep);
        System.out.println(text);
        
        JSON.parseObject(text, Department.class);
    }

    public static class Department {
    
        private int                  id;
        private String               name;
        private Department parent;
        private transient List<Department> children = new ArrayList<Department>();
    
        public int getId() { return id; }
        public void setId(int id) { this.id = id; }
        public String getName() { return name; }
        public void setName(String name) { this.name = name; }
        @JSONField(serialize=false)
        public Department getParent() { return parent; }
        public void setParent(Department parent) { this.parent = parent; }
        public List<Department> getChildren() { return children; }
        public void setChildren(List<Department> children) { this.children = children; }
    }
}
","package com.alibaba.json.demo;

import java.util.ArrayList;
import java.util.List;

import junit.framework.TestCase;

import com.alibaba.fastjson.JSON;
import com.alibaba.fastjson.annotation.JSONField;

public class Demo2 extends TestCase {

    public void test_0() throws Exception {
        Department dep = new Department();
        dep.setId(123);
        dep.setName(""一级部门"");
        dep.setParent(dep);        

        String text = JSON.toJSONString(dep);
        System.out.println(text);
        
        JSON.parseObject(text, Department.class);
    }

    public static class Department {
    
        private int                  id;
        private String               name;
        private Department parent;
        private transient List<Department> children = new ArrayList<Department>();
    
        public int getId() { return id; }
        public void setId(int id) { this.id = id; }
        public String getName() { return name; }
        public void setName(String name) { this.name = name; }
        @JSONField(serialize=false)
        public Department getParent() { return parent; }
        public void setParent(Department parent) { this.parent = parent; }
        public List<Department> getChildren() { return children; }
        public void setChildren(List<Department> children) { this.children = children; }
    }
}
","['Print Statement', 'Eager Test', 'Unknown Test']","['Redundant Print', 'Unknown Test', 'Resource Optimism', 'Mystery Guest', 'Eager Test']",3,1,2,13
8777_27.0_querydsl_findbyid,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/8777_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/8777_actual.java,"package com.querydsl.example.dao;

import com.querydsl.example.dto.CustomerPaymentMethod;
import com.querydsl.example.dto.Order;
import com.querydsl.example.dto.OrderProduct;
import org.junit.Test;
import org.springframework.beans.factory.annotation.Autowired;

import java.util.Collections;
import java.util.List;

import static org.junit.Assert.*;

public class OrderDaoTest extends AbstractDaoTest {

    @Autowired
    OrderDao orderDao;

    @Test
    public void findAll() {
        List<Order> orders = orderDao.findAll();
        assertFalse(orders.isEmpty());
    }

    @Test
    public void findById() {
        assertNotNull(orderDao.findById(1));
    }

    @Test
    public void update() {
        Order order = orderDao.findById(1);
        orderDao.save(order);
    }

    @Test
    public void delete() {
        OrderProduct orderProduct = new OrderProduct();
        orderProduct.setProductId(1L);
        orderProduct.setQuantity(1);

        // FIXME
        CustomerPaymentMethod paymentMethod = new CustomerPaymentMethod();

        Order order = new Order();
        order.setCustomerPaymentMethod(paymentMethod);
        order.setOrderProducts(Collections.singleton(orderProduct));
        orderDao.save(order);
        assertNotNull(order.getId());
        orderDao.delete(order);
        assertNull(orderDao.findById(order.getId()));
    }
}
","package com.querydsl.example.dao;

import com.querydsl.core.types.Predicate;
import com.querydsl.example.dto.Order;

import java.util.List;

public interface OrderDao {

    Order findById(long id);

    List<Order> findAll(Predicate... where);

    Order save(Order order);

    long count();

    void delete(Order p);

}
","['Assertion Roulette', 'Unknown Test']","['Lazy Test', 'Unknown Test', 'Magic Number Test', 'Redundant Print', 'Resource Optimism']",4,1,1,14
45160_12.0_openpojo_testevaluate,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/45160_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/45160_actual.java,"/*
 * Copyright (c) 2010-2018 Osman Shoukry
 *
 * Licensed under the Apache License, Version 2.0 (the ""License"");
 * you may not use this file except in compliance with the License.
 * You may obtain a copy of the License at
 *
 *     http://www.apache.org/licenses/LICENSE-2.0
 *
 * Unless required by applicable law or agreed to in writing, software
 * distributed under the License is distributed on an ""AS IS"" BASIS,
 * WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express
 * or implied.
 *
 * See the License for the specific language governing permissions and
 * limitations under the License.
 */

package com.openpojo.validation.rule.impl;

import com.openpojo.validation.CommonCode;
import com.openpojo.validation.rule.Rule;
import com.openpojo.validation.rule.impl.sampleclasses.NoPrimitivesDoesClass;
import com.openpojo.validation.rule.impl.sampleclasses.NoPrimitivesDoesntClass;
import org.junit.Test;

/**
 * @author oshoukry
 */
public class NoPrimitivesRuleTest {
  private Class<?>[] failClasses = new Class<?>[] { NoPrimitivesDoesntClass.class };
  private Class<?>[] passClasses = new Class<?>[] { NoPrimitivesDoesClass.class };
  private Rule rule = new NoPrimitivesRule();

  @Test
  public void testEvaluate() {
    CommonCode.shouldPassRuleValidation(rule, passClasses);
    CommonCode.shouldFailRuleValidation(rule, failClasses);
  }

}
","/*
 * Copyright (c) 2010-2018 Osman Shoukry
 *
 * Licensed under the Apache License, Version 2.0 (the ""License"");
 * you may not use this file except in compliance with the License.
 * You may obtain a copy of the License at
 *
 *     http://www.apache.org/licenses/LICENSE-2.0
 *
 * Unless required by applicable law or agreed to in writing, software
 * distributed under the License is distributed on an ""AS IS"" BASIS,
 * WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express
 * or implied.
 *
 * See the License for the specific language governing permissions and
 * limitations under the License.
 */

package com.openpojo.validation.rule.impl;

import com.openpojo.reflection.PojoClass;
import com.openpojo.reflection.PojoField;
import com.openpojo.validation.affirm.Affirm;
import com.openpojo.validation.rule.Rule;
import com.openpojo.validation.utils.ValidationHelper;

/**
 * This Rule ensures that you aren't using any primitive type fields.
 * This is a best practice, ideally, you want to know the difference between ""set/unset"" and value.
 *
 * @author oshoukry
 */
public class NoPrimitivesRule implements Rule {

  public void evaluate(final PojoClass pojoClass) {
    for (PojoField fieldEntry : pojoClass.getPojoFields()) {
      if (fieldEntry.isPrimitive() && !ValidationHelper.isStaticFinal(fieldEntry)) {
        Affirm.fail(String.format(
            ""Primitive fields (byte, short, int, long, float, double, boolean, char) not allowed [%s]"", fieldEntry));
      }
    }
  }

}
",['Unknown Test'],[],0,1,0,16
14011_11_wikidata-toolkit_testsetuseragent,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/14011_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/14011_actual.java,"package org.wikidata.wdtk.util;

/*
 * #%L
 * Wikidata Toolkit Utilities
 * %%
 * Copyright (C) 2014 - 2015 Wikidata Toolkit Developers
 * %%
 * Licensed under the Apache License, Version 2.0 (the ""License"");
 * you may not use this file except in compliance with the License.
 * You may obtain a copy of the License at
 * 
 *      http://www.apache.org/licenses/LICENSE-2.0
 * 
 * Unless required by applicable law or agreed to in writing, software
 * distributed under the License is distributed on an ""AS IS"" BASIS,
 * WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.
 * See the License for the specific language governing permissions and
 * limitations under the License.
 * #L%
 */

import static org.junit.Assert.assertEquals;
import static org.junit.Assert.assertTrue;

import java.net.InetSocketAddress;
import java.net.Proxy;

import org.junit.Test;

public class WebResourceFetcherTest {

	@Test
	public void testSetUserAgent() {
		WebResourceFetcherImpl.setUserAgent(""My user agent"");
		assertEquals(""My user agent"", WebResourceFetcherImpl.getUserAgent());
	}

	@Test
	public void testSetProxy() {
		Proxy proxy = new Proxy(Proxy.Type.HTTP, new InetSocketAddress(
				""test.adress"", 8080));
		WebResourceFetcherImpl.setProxy(proxy);
		assertTrue(WebResourceFetcherImpl.hasProxy());
		assertEquals(proxy, WebResourceFetcherImpl.getProxy());
	}
}
","package org.wikidata.wdtk.util;

/*
 * #%L
 * Wikidata Toolkit Dump File Handling
 * %%
 * Copyright (C) 2014 Wikidata Toolkit Developers
 * %%
 * Licensed under the Apache License, Version 2.0 (the ""License"");
 * you may not use this file except in compliance with the License.
 * You may obtain a copy of the License at
 * 
 *      http://www.apache.org/licenses/LICENSE-2.0
 * 
 * Unless required by applicable law or agreed to in writing, software
 * distributed under the License is distributed on an ""AS IS"" BASIS,
 * WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.
 * See the License for the specific language governing permissions and
 * limitations under the License.
 * #L%
 */

import java.io.IOException;
import java.io.InputStream;

/**
 * Interface to access files on the Web. Mock implementations can be used for
 * testing without Web access.
 * 
 * @author Markus Kroetzsch
 * 
 */
public interface WebResourceFetcher {

	/**
	 * Returns an InputStream for the document at the given URL. This can be
	 * used for downloading. The stream should be closed after use.
	 * 
	 * @param urlString
	 *            the URL of the document
