test_method,detected_smells
"@Test
	public void testSetAsTextNoLocale() {

		editor.setAsText(""Server, Server error"");
		SoapFaultDefinition definition = (SoapFaultDefinition) editor.getValue();

		assertThat(definition).isNotNull();
		assertThat(definition.getFaultCode()).isEqualTo(new QName(""Server""));
		assertThat(definition.getFaultStringOrReason()).isEqualTo(""Server error"");
		assertThat(definition.getLocale()).isEqualTo(Locale.ENGLISH);
	}",No Smells
"@Test
	public void testSetAsTextReceiver() {

		editor.setAsText(""RECEIVER, Server error"");
		SoapFaultDefinition definition = (SoapFaultDefinition) editor.getValue();

		assertThat(definition).isNotNull();
		assertThat(definition.getFaultCode()).isEqualTo(SoapFaultDefinition.RECEIVER);
		assertThat(definition.getFaultStringOrReason()).isEqualTo(""Server error"");
	}",No Smells
"@Test
	public void testGetDepth() {

		assertThat(resolver.getDepth(""java.lang.Exception"", new Exception())).isEqualTo(0);
		assertThat(resolver.getDepth(""java.lang.Exception"", new IllegalArgumentException())).isEqualTo(2);
		assertThat(resolver.getDepth(""IllegalArgumentException"", new IllegalStateException())).isEqualTo(-1);
	}",No Smells
"@Test
	public void testResolveExceptionClientSoap11() throws Exception {

		Properties mappings = new Properties();
		mappings.setProperty(Exception.class.getName(), ""SERVER, Server error"");
		mappings.setProperty(RuntimeException.class.getName(), ""CLIENT, Client error"");
		resolver.setExceptionMappings(mappings);

		MessageFactory messageFactory = MessageFactory.newInstance(SOAPConstants.SOAP_1_1_PROTOCOL);
		SOAPMessage message = messageFactory.createMessage();
		SoapMessageFactory factory = new SaajSoapMessageFactory(messageFactory);
		MessageContext context = new DefaultMessageContext(new SaajSoapMessage(message), factory);

		boolean result = resolver.resolveException(context, null, new IllegalArgumentException(""bla""));

		assertThat(result).isTrue();
		assertThat(context.hasResponse()).isTrue();

		SoapMessage response = (SoapMessage) context.getResponse();

		assertThat(response.getSoapBody().hasFault()).isTrue();

		Soap11Fault fault = (Soap11Fault) response.getSoapBody().getFault();

		assertThat(fault.getFaultCode()).isEqualTo(SoapVersion.SOAP_11.getClientOrSenderFaultName());
		assertThat(fault.getFaultStringOrReason()).isEqualTo(""Client error"");
		assertThat(fault.getFaultDetail()).isNull();
	}",Eager Test
"@Test
	public void testResolveExceptionReceiverSoap12() throws Exception {

		Properties mappings = new Properties();
		mappings.setProperty(Exception.class.getName(), ""SENDER, Sender error"");
		mappings.setProperty(RuntimeException.class.getName(), ""RECEIVER, Receiver error"");
		resolver.setExceptionMappings(mappings);

		MessageFactory messageFactory = MessageFactory.newInstance(SOAPConstants.SOAP_1_2_PROTOCOL);
		SOAPMessage message = messageFactory.createMessage();
		SoapMessageFactory factory = new SaajSoapMessageFactory(messageFactory);
		MessageContext context = new DefaultMessageContext(new SaajSoapMessage(message), factory);

		boolean result = resolver.resolveException(context, null, new IllegalArgumentException(""bla""));

		assertThat(result).isTrue();
		assertThat(context.hasResponse()).isTrue();

		SoapMessage response = (SoapMessage) context.getResponse();

		assertThat(response.getSoapBody().hasFault()).isTrue();

		Soap12Fault fault = (Soap12Fault) response.getSoapBody().getFault();

		assertThat(fault.getFaultCode()).isEqualTo(SoapVersion.SOAP_12.getServerOrReceiverFaultName());
		assertThat(fault.getFaultReasonText(Locale.ENGLISH)).isEqualTo(""Receiver error"");
		assertThat(fault.getFaultDetail()).isNull();
	}",Eager Test
"@Test
	public void testProcessMustUnderstandHeadersForActorSoap11() throws Exception {

		MessageFactory messageFactory = MessageFactory.newInstance(SOAPConstants.SOAP_1_1_PROTOCOL);
		SOAPMessage request = messageFactory.createMessage();
		SOAPHeaderElement header = request.getSOAPHeader()
				.addHeaderElement(new QName(""http://www.springframework.org"", ""Header"", ""spring-ws""));
		String headerActor = ""http://www/springframework.org/role"";
		header.setActor(headerActor);
		header.setMustUnderstand(true);
		SoapMessageFactory factory = new SaajSoapMessageFactory(messageFactory);
		MessageContext context = new DefaultMessageContext(new SaajSoapMessage(request), factory);
		expect(interceptorMock.understands(isA(SoapHeaderElement.class))).andReturn(true);

		replay(interceptorMock);

		SoapEndpointInvocationChain chain = new SoapEndpointInvocationChain(new Object(),
				new SoapEndpointInterceptor[] { interceptorMock }",Eager Test + Mystery Guest
"@Test
	public void testProcessMustUnderstandHeadersNotUnderstoodSoap12() throws Exception {

		MessageFactory messageFactory = MessageFactory.newInstance(SOAPConstants.SOAP_1_2_PROTOCOL);
		SOAPMessage request = messageFactory.createMessage();
		SOAPHeaderElement header = request.getSOAPHeader()
				.addHeaderElement(new QName(""http://www.springframework.org"", ""Header"", ""spring-ws""));
		header.setMustUnderstand(true);
		header.setRole(SOAPConstants.URI_SOAP_1_2_ROLE_NEXT);
		SoapMessageFactory factory = new SaajSoapMessageFactory(messageFactory);
		MessageContext context = new DefaultMessageContext(new SaajSoapMessage(request), factory);
		expect(interceptorMock.understands(isA(SoapHeaderElement.class))).andReturn(false);

		replay(interceptorMock);

		SoapEndpointInvocationChain chain = new SoapEndpointInvocationChain(new Object(),
				new SoapEndpointInterceptor[] { interceptorMock }",Eager Test + Mystery Guest
"@Test
	public void testExtractActionFromContentType() {

		String soapAction = ""http://springframework.org/spring-ws/Action"";

		String contentType = ""application/soap+xml; action="" + soapAction;
		String result = SoapUtils.extractActionFromContentType(contentType);

		assertThat(result).isEqualTo(soapAction);

		contentType = ""application/soap+xml; action	  = "" + soapAction;
		result = SoapUtils.extractActionFromContentType(contentType);

		assertThat(result).isEqualTo(soapAction);

		contentType = ""application/soap+xml; action="" + soapAction + "" ; charset=UTF-8"";
		result = SoapUtils.extractActionFromContentType(contentType);

		assertThat(result).isEqualTo(soapAction);

		contentType = ""application/soap+xml; charset=UTF-8; action="" + soapAction;
		result = SoapUtils.extractActionFromContentType(contentType);

		assertThat(result).isEqualTo(soapAction);
	}",Eager Test
"@Test
	public void testSetActionInContentType() {

		String soapAction = ""http://springframework.org/spring-ws/Action"";
		String contentType = ""application/soap+xml"";

		String result = SoapUtils.setActionInContentType(contentType, soapAction);

		assertThat(SoapUtils.extractActionFromContentType(result)).isEqualTo(soapAction);

		String anotherSoapAction = ""http://springframework.org/spring-ws/AnotherAction"";
		String contentTypeWithAction = ""application/soap+xml; action=http://springframework.org/spring-ws/Action"";
		result = SoapUtils.setActionInContentType(contentTypeWithAction, anotherSoapAction);

		assertThat(SoapUtils.extractActionFromContentType(result)).isEqualTo(anotherSoapAction);
	}",Eager Test
"@Test
	public void testGetDefaultStrategyMoreThanOne() {

		Properties strategies = new Properties();
		strategies.put(Strategy.class.getName(),
				StrategyImpl.class.getName() + "","" + ContextAwareStrategyImpl.class.getName());
		DefaultStrategiesHelper helper = new DefaultStrategiesHelper(strategies);

		StaticApplicationContext applicationContext = new StaticApplicationContext();
		applicationContext.registerSingleton(""strategy1"", StrategyImpl.class);
		applicationContext.registerSingleton(""strategy2"", ContextAwareStrategyImpl.class);

		assertThatExceptionOfType(BeanInitializationException.class)
				.isThrownBy(() -> helper.getDefaultStrategy(Strategy.class, applicationContext));
	}",Eager Test
"@Test
	public void testResourceConstructor() {

		Resource resource = new ClassPathResource(""strategies.properties"", getClass());
		new DefaultStrategiesHelper(resource);
	}",No Smells
"@Test
	public void testUnmarshalMime() throws Exception {

		MimeUnmarshaller unmarshallerMock = createMock(MimeUnmarshaller.class);
		MimeMessage messageMock = createMock(MimeMessage.class);

		Source source = new StringSource("""");
		Object unmarshalled = new Object();
		expect(messageMock.getPayloadSource()).andReturn(source);
		expect(unmarshallerMock.unmarshal(eq(source), isA(MimeContainer.class))).andReturn(unmarshalled);

		replay(unmarshallerMock, messageMock);

		Object result = MarshallingUtils.unmarshal(unmarshallerMock, messageMock);

		assertThat(result).isEqualTo(unmarshalled);

		verify(unmarshallerMock, messageMock);
	}",Eager Test
"@Test
	public void callback() throws IOException {

		String errorMessage = ""Error message"";
		ErrorResponseCreator callback = new ErrorResponseCreator(errorMessage);
		callback.createResponse(null, null, null);

		assertThat(callback.getErrorMessage()).isEqualTo(errorMessage);
	}",No Smells
"@Test
	public void createServerApplicationContextWebServiceTemplate() {

		StaticApplicationContext applicationContext = new StaticApplicationContext();
		applicationContext.registerSingleton(""webServiceTemplate"", WebServiceTemplate.class);
		applicationContext.refresh();

		MockWebServiceServer server = MockWebServiceServer.createServer(applicationContext);

		assertThat(server).isNotNull();
	}",No Smells
"@Test
	public void payloadMatch() {

		Source request = new StringSource(""<request xmlns='http://example.com'/>"");
		Source response = new StringSource(""<response xmlns='http://example.com'/>"");

		server.expect(payload(request)).andRespond(withPayload(response));

		StringResult result = new StringResult();
		template.sendSourceAndReceiveToResult(request, result);

		XmlAssert.assertThat(response.toString()).and(result.toString()).ignoreWhitespace().areSimilar();
	}",Eager Test
"@Test
	public void payloadNonMatch() {

		assertThatExceptionOfType(AssertionError.class).isThrownBy(() -> {

			Source expected = new StringSource(""<request xmlns='http://example.com'/>"");

			server.expect(payload(expected));

			StringResult result = new StringResult();
			String actual = ""<request xmlns='http://other.com'/>"";
			template.sendSourceAndReceiveToResult(new StringSource(actual), result);
		}",Eager Test
"@Test
	public void xpathExistsMatch() {

		final Map<String, String> ns = Collections.singletonMap(""ns"", ""http://example.com"");

		server.expect(xpath(""/ns:request"", ns).exists());

		template.sendSourceAndReceiveToResult(new StringSource(""<request xmlns='http://example.com'/>""),
				new StringResult());
	}",Eager Test
"@Test
	public void xsdMatch() throws Exception {

		Resource schema = new ByteArrayResource(
				""<schema xmlns=\""http://www.w3.org/2001/XMLSchema\"" targetNamespace=\""http://example.com\"" elementFormDefault=\""qualified\""><element name=\""request\""/></schema>""
						.getBytes());

		server.expect(validPayload(schema));

		StringResult result = new StringResult();
		String actual = ""<request xmlns='http://example.com'/>"";
		template.sendSourceAndReceiveToResult(new StringSource(actual), result);
	}",Eager Test
"@Test
	public void withMustUnderstandFault() throws Exception {

		String faultString = ""Foo"";
		ResponseCreator responseCreator = ResponseCreators.withMustUnderstandFault(faultString, Locale.ENGLISH);

		testFault(responseCreator, faultString, SoapVersion.SOAP_11.getMustUnderstandFaultName());
	}",No Smells
"@Test
	public void withSoapEnvelopeResource() throws Exception {

		StringBuilder xmlBuilder = new StringBuilder();
		xmlBuilder.append(""<?xml version='1.0'?>"");
		xmlBuilder.append(""<soap:Envelope xmlns:soap='http://www.w3.org/2003/05/soap-envelope'>"");
		xmlBuilder.append(""<soap:Header><header xmlns='http://springframework.org'/></soap:Header>"");
		xmlBuilder.append(""<soap:Body><payload xmlns='http://springframework.org'/></soap:Body>"");
		xmlBuilder.append(""</soap:Envelope>"");
		String envelope = xmlBuilder.toString();
		ResponseCreator responseCreator = ResponseCreators
				.withSoapEnvelope(new ByteArrayResource(envelope.getBytes(StandardCharsets.UTF_8)));
		WebServiceMessage response = responseCreator.createResponse(null, null, messageFactory);

		XmlAssert.assertThat(getSoapEnvelopeAsString((SoapMessage) response)).and(envelope).ignoreWhitespace().areSimilar();
	}",Eager Test
"@Test
	public void createServerApplicationContextDefaults() {

		StaticApplicationContext applicationContext = new StaticApplicationContext();
		applicationContext.refresh();

		MockWebServiceClient client = MockWebServiceClient.createClient(applicationContext);

		assertThat(client).isNotNull();
	}",No Smells
"@Test
	public void match() throws IOException {

		adaptee.match(message);

		replay(message, adaptee);

		adapter.match(null, message);

		verify(message, adaptee);
	}",No Smells
"@Test
	public void multipleSchemaDifferentOrderNotOk() throws AssertionError {

		assertThatExceptionOfType(AssertionError.class).isThrownBy(() -> {

			expect(message.getPayloadSource()).andReturn(
					new StringSource(""<test xmlns=\""http://www.example.org/schema\""><number>a</number><text>text</text></test>""))
					.times(2);

			SchemaValidatingMatcher matcher = new SchemaValidatingMatcher(schema1, schema2);

			replay(message);

			matcher.match(message);

			verify(message);
		}",No Smells
"@Test
	public void match() throws Exception {

		StringBuilder xmlBuilder = new StringBuilder();
		xmlBuilder.append(""<?xml version='1.0'?>"");
		xmlBuilder.append(""<soap:Envelope xmlns:soap='http://www.w3.org/2003/05/soap-envelope'>"");
		xmlBuilder.append(""<soap:Header><header xmlns='http://example.com'/></soap:Header>"");
		xmlBuilder.append(""<soap:Body><payload xmlns='http://example.com'/></soap:Body>"");
		xmlBuilder.append(""</soap:Envelope>"");
		String xml = xmlBuilder.toString();
		DOMResult result = new DOMResult();
		TransformerHelper transformerHelper = new TransformerHelper();
		transformerHelper.transform(new StringSource(xml), result);
		SoapMessage message = createMock(SoapMessage.class);
		expect(message.getDocument()).andReturn((Document) result.getNode()).once();
		replay(message);

		SoapEnvelopeDiffMatcher matcher = new SoapEnvelopeDiffMatcher(new StringSource(xml));
		matcher.match(message);

		verify(message);
	}",Eager Test
"@Test
	public void nonMatch() {

		assertThatExceptionOfType(AssertionError.class).isThrownBy(() -> {

			StringBuilder xmlBuilder = new StringBuilder();
			xmlBuilder.append(""<?xml version='1.0'?>"");
			xmlBuilder.append(""<soap:Envelope xmlns:soap='http://www.w3.org/2003/05/soap-envelope'>"");
			xmlBuilder.append(""<soap:Header><header xmlns='http://example.com'/></soap:Header>"");
			xmlBuilder.append(""<soap:Body><payload%s xmlns='http://example.com'/></soap:Body>"");
			xmlBuilder.append(""</soap:Envelope>"");
			String xml = xmlBuilder.toString();
			String actual = String.format(xml, ""1"");
			DOMResult result = new DOMResult();
			TransformerHelper transformerHelper = new TransformerHelper();
			transformerHelper.transform(new StringSource(actual), result);
			SoapMessage message = createMock(SoapMessage.class);
			expect(message.getDocument()).andReturn((Document) result.getNode()).once();
			replay(message);

			String expected = String.format(xml, ""2"");
			SoapEnvelopeDiffMatcher matcher = new SoapEnvelopeDiffMatcher(new StringSource(expected));
			matcher.match(message);
		}",Eager Test
"@Test
	public void doesNotExistNonMatch() throws AssertionError {

		assertThatExceptionOfType(AssertionError.class).isThrownBy(() -> {

			XPathExpectationsHelper helper = new XPathExpectationsHelper(""//a"");
			WebServiceMessageMatcher matcher = helper.doesNotExist();

			assertThat(matcher).isNotNull();

			WebServiceMessage message = createMock(WebServiceMessage.class);
			expect(message.getPayloadSource()).andReturn(new StringSource(""<a><b/></a>"")).times(2);

			replay(message);

			matcher.match(message);
		}",Eager Test
"@Test
	public void evaluatesToIntegerNonMatch() throws AssertionError {

		assertThatExceptionOfType(AssertionError.class).isThrownBy(() -> {

			XPathExpectationsHelper helper = new XPathExpectationsHelper(""//b"");
			WebServiceMessageMatcher matcher = helper.evaluatesTo(2);

			assertThat(matcher).isNotNull();

			WebServiceMessage message = createMock(WebServiceMessage.class);
			expect(message.getPayloadSource()).andReturn(new StringSource(""<a><b>1</b></a>"")).times(2);

			replay(message);

			matcher.match(message);
		}",Eager Test
"@Test
	public void evaluatesToTrueNonMatch() throws AssertionError {

		assertThatExceptionOfType(AssertionError.class).isThrownBy(() -> {

			XPathExpectationsHelper helper = new XPathExpectationsHelper(""//b=2"");
			WebServiceMessageMatcher matcher = helper.evaluatesTo(true);

			assertThat(matcher).isNotNull();

			WebServiceMessage message = createMock(WebServiceMessage.class);
			expect(message.getPayloadSource()).andReturn(new StringSource(""<a><b>1</b></a>"")).times(2);

			replay(message);

			matcher.match(message);
		}",Eager Test
"@Test
	public void many() {

		assertThatExceptionOfType(BeanInitializationException.class).isThrownBy(() -> {

			StaticApplicationContext applicationContext = new StaticApplicationContext();
			applicationContext.registerSingleton(""myBean1"", MyBean.class);
			applicationContext.registerSingleton(""myBean2"", MyBean.class);

			MockStrategiesHelper helper = new MockStrategiesHelper(applicationContext);
			helper.getStrategy(IMyBean.class);
		}",No Smells
"@Test
	public void receive() throws Exception {

		byte[] bytes = SOAP_CONTENT.getBytes(StandardCharsets.UTF_8);
		httpServletRequest.addHeader(""Content-Type"", ""text/xml"");
		httpServletRequest.addHeader(""Content-Length"", Integer.toString(bytes.length));
		httpServletRequest.addHeader(HEADER_NAME, HEADER_VALUE);
		httpServletRequest.setContent(bytes);
		SaajSoapMessage message = (SaajSoapMessage) connection.receive(messageFactory);

		assertThat(message).isNotNull();

		StringResult result = new StringResult();
		Transformer transformer = transformerFactory.newTransformer();
		transformer.transform(message.getPayloadSource(), result);

		XmlAssert.assertThat(result.toString()).and(CONTENT).ignoreWhitespace().areIdentical();

		SOAPMessage saajMessage = message.getSaajMessage();
		String[] headerValues = saajMessage.getMimeHeaders().getHeader(HEADER_NAME);

		assertThat(headerValues).isNotNull();
		assertThat(headerValues).hasSize(1);
		assertThat(headerValues[0]).isEqualTo(HEADER_VALUE);
	}",Eager Test
"@Test
	public void testStreamSource() throws Exception {

		long result = LastModifiedHelper.getLastModified(new StreamSource(resource.getFile()));

		assertThat(result).isEqualTo(expected);
	}",No Smells
"@Test
	public void testDefaultStrategies() throws ServletException {

		servlet.setContextClass(StaticWebApplicationContext.class);
		servlet.init(config);
		MessageDispatcher messageDispatcher = (MessageDispatcher) servlet.getMessageReceiver();

		assertThat(messageDispatcher).isNotNull();
	}",No Smells
"@Test
	public void testDetectWsdlDefinitions() throws Exception {

		servlet.setContextClass(WsdlDefinitionWebApplicationContext.class);
		servlet.init(config);
		MockHttpServletRequest request = new MockHttpServletRequest(HttpTransportConstants.METHOD_GET, ""/definition.wsdl"");
		MockHttpServletResponse response = new MockHttpServletResponse();
		servlet.service(request, response);
		DocumentBuilderFactory documentBuilderFactory = DocumentBuilderFactoryUtils.newInstance();
		documentBuilderFactory.setNamespaceAware(true);
		DocumentBuilder documentBuilder = documentBuilderFactory.newDocumentBuilder();
		Document result = documentBuilder.parse(new ByteArrayInputStream(response.getContentAsByteArray()));
		Document expected = documentBuilder.parse(getClass().getResourceAsStream(""wsdl11-input.wsdl""));

		XmlAssert.assertThat(result).and(expected).ignoreWhitespace().areIdentical();
	}",Eager Test + Mystery Guest
"@Test
	public void handleGet() throws Exception {

		request.setMethod(HttpTransportConstants.METHOD_GET);
		String definition = ""<definition xmlns='http://schemas.xmlsoap.org/wsdl/'/>"";
		expect(definitionMock.getSource()).andReturn(new StringSource(definition));

		replay(definitionMock);

		adapter.handle(request, response, definitionMock);

		XmlAssert.assertThat(response.getContentAsString()).and(definition).ignoreWhitespace().areIdentical();

		verify(definitionMock);
	}",Eager Test
"@Test
	public void handleSimpleWsdl11DefinitionWithTransformLocation() throws Exception {

		adapter.setTransformLocations(true);
		adapter.setTransformSchemaLocations(true);

		request.setMethod(HttpTransportConstants.METHOD_GET);
		request.setScheme(""http"");
		request.setServerName(""example.com"");
		request.setServerPort(80);
		request.setContextPath(""/context"");
		request.setServletPath(""/service.wsdl"");
		request.setPathInfo(null);
		request.setRequestURI(""/context/service.wsdl"");

		SimpleWsdl11Definition definition = new SimpleWsdl11Definition(
				new ClassPathResource(""echo-input.wsdl"", getClass()));

		adapter.handle(request, response, definition);

		InputStream inputStream = new ByteArrayInputStream(response.getContentAsByteArray());
		DocumentBuilderFactory documentBuilderFactory = DocumentBuilderFactoryUtils.newInstance();
		documentBuilderFactory.setNamespaceAware(true);
		DocumentBuilder documentBuilder = documentBuilderFactory.newDocumentBuilder();
		Document resultingDocument = documentBuilder.parse(inputStream);

		documentBuilder = documentBuilderFactory.newDocumentBuilder();
		Document expectedDocument = documentBuilder.parse(getClass().getResourceAsStream(""echo-expected.wsdl""));

		XmlAssert.assertThat(resultingDocument).and(expectedDocument).ignoreWhitespace().areIdentical();
	}",Eager Test
"@Test
	public void transformLocationEmptyContextRelativeUrl() throws Exception {

		request.setScheme(""http"");
		request.setServerName(""example.com"");
		request.setServerPort(8080);
		request.setContextPath("""");
		request.setRequestURI(""/service.wsdl"");
		String oldLocation = ""/service"";

		String result = adapter.transformLocation(oldLocation, request);

		assertThat(result).isNotNull();
		assertThat(new URI(result)).isEqualTo(new URI(""http://example.com:8080/service""));
	}",No Smells
"@Test
	public void getDestinationName() throws Exception {

		URI uri = new URI(""jms:RequestQueue?replyToName=RESP_QUEUE"");
		String destinationName = JmsTransportUtils.getDestinationName(uri);

		assertThat(destinationName).isEqualTo(""RequestQueue"");

		uri = new URI(""jms:RequestQueue"");
		destinationName = JmsTransportUtils.getDestinationName(uri);

		assertThat(destinationName).isEqualTo(""RequestQueue"");
	}",Eager Test
"@Test
	public void getReplyToName() throws Exception {

		URI uri = new URI(""jms:RequestQueue?replyToName=RESP_QUEUE"");
		String replyToName = JmsTransportUtils.getReplyToName(uri);

		assertThat(replyToName).isEqualTo(""RESP_QUEUE"");

		uri = new URI(""jms:RequestQueue?priority=5"");
		replyToName = JmsTransportUtils.getReplyToName(uri);

		assertThat(replyToName).isNull();
	}",Eager Test
"@Test
	public void jndi() throws Exception {

		URI uri = new URI(""jms:jms/REQUEST_QUEUE?replyToName=jms/REPLY_QUEUE"");
		String destination = JmsTransportUtils.getDestinationName(uri);

		assertThat(destination).isEqualTo(""jms/REQUEST_QUEUE"");

		String replyTo = JmsTransportUtils.getReplyToName(uri);

		assertThat(replyTo).isEqualTo(""jms/REPLY_QUEUE"");
	}",Eager Test
"@Test
	public void handleConnectionResponse() throws Exception {

		when(connectionMock.receive(messageFactory)).thenReturn(request);

		connectionMock.setFaultCode(null);
		connectionMock.send(isA(WebServiceMessage.class));
		connectionMock.close();

		WebServiceMessageReceiver receiver = new WebServiceMessageReceiver() {

			@Override
			public void receive(MessageContext messageContext) throws Exception {
				assertThat(messageContext).isNotNull();
				messageContext.getResponse();
			}",No Smells
"@Test
	public void noHost() {
		assertThatIllegalArgumentException().isThrownBy(() -> factoryBean.afterPropertiesSet());
	}",No Smells
"@Test
	public void testPopulateBinding() throws Exception {

		String namespace = ""http://springframework.org/spring-ws"";
		definition.addNamespace(""tns"", namespace);
		definition.setTargetNamespace(namespace);

		PortType portType = definition.createPortType();
		portType.setQName(new QName(namespace, ""PortType""));
		portType.setUndefined(false);
		definition.addPortType(portType);
		Operation operation = definition.createOperation();
		operation.setName(""Operation"");
		operation.setUndefined(false);
		operation.setStyle(OperationType.REQUEST_RESPONSE);
		portType.addOperation(operation);
		Input input = definition.createInput();
		input.setName(""Input"");
		operation.setInput(input);
		Output output = definition.createOutput();
		output.setName(""Output"");
		operation.setOutput(output);
		Fault fault = definition.createFault();
		fault.setName(""Fault"");
		operation.addFault(fault);

		Properties soapActions = new Properties();
		soapActions.setProperty(""Operation"", namespace + ""/Action"");
		provider.setSoapActions(soapActions);

		provider.setServiceName(""Service"");

		String locationUri = ""http://localhost:8080/services"";
		provider.setLocationUri(locationUri);

		provider.setCreateSoap11Binding(true);
		provider.setCreateSoap12Binding(true);

		provider.addBindings(definition);
		provider.addServices(definition);

		Binding binding = definition.getBinding(new QName(namespace, ""PortTypeSoap11""));

		assertThat(binding).isNotNull();

		binding = definition.getBinding(new QName(namespace, ""PortTypeSoap12""));

		assertThat(binding).isNotNull();

		Service service = definition.getService(new QName(namespace, ""Service""));

		assertThat(service).isNotNull();
		assertThat(service.getPorts()).hasSize(2);

		Port port = service.getPort(""PortTypeSoap11"");

		assertThat(port).isNotNull();

		port = service.getPort(""PortTypeSoap12"");

		assertThat(port).isNotNull();
	}",Eager Test + Mystery Guest
"@Test
	public void testAddMessages() throws Exception {

		String definitionNamespace = ""http://springframework.org/spring-ws"";
		definition.addNamespace(""tns"", definitionNamespace);
		definition.setTargetNamespace(definitionNamespace);
		String schemaNamespace = ""http://www.springframework.org/spring-ws/schema"";
		definition.addNamespace(""schema"", schemaNamespace);

		Resource resource = new ClassPathResource(""schema.xsd"", getClass());
		Document schemaDocument = documentBuilder.parse(SaxUtils.createInputSource(resource));
		Types types = definition.createTypes();
		definition.setTypes(types);
		Schema schema = (Schema) definition.getExtensionRegistry().createExtension(Types.class,
				new QName(""http://www.w3.org/2001/XMLSchema"", ""schema""));
		types.addExtensibilityElement(schema);
		schema.setElement(schemaDocument.getDocumentElement());

		provider.addMessages(definition);

		assertThat(definition.getMessages()).hasSize(2);

		Message message = definition.getMessage(new QName(definitionNamespace, ""GetOrderRequest""));

		assertThat(message).isNotNull();

		Part part = message.getPart(""GetOrderRequest"");

		assertThat(part).isNotNull();
		assertThat(part.getElementName()).isEqualTo(new QName(schemaNamespace, ""GetOrderRequest""));

		message = definition.getMessage(new QName(definitionNamespace, ""GetOrderResponse""));

		assertThat(message).isNotNull();

		part = message.getPart(""GetOrderResponse"");

		assertThat(part).isNotNull();
		assertThat(part.getElementName()).isEqualTo(new QName(schemaNamespace, ""GetOrderResponse""));
	}",Eager Test + Mystery Guest
"@Test
	public void testContentHandlerDocumentNamespacePrefixes() throws Exception {

		xmlReader.setFeature(""http://xml.org/sax/features/namespace-prefixes"", true);
		handler = new DomContentHandler(result);
		expected = documentBuilder.parse(new InputSource(new StringReader(XML_1)));
		xmlReader.setContentHandler(handler);
		xmlReader.parse(new InputSource(new StringReader(XML_1)));

		assertThat(result).and(expected).areSimilar();
	}",Eager Test
"@Test
	public void testContentHandlerDocumentNoNamespacePrefixes() throws Exception {

		handler = new DomContentHandler(result);
		expected = documentBuilder.parse(new InputSource(new StringReader(XML_1)));
		xmlReader.setContentHandler(handler);
		xmlReader.parse(new InputSource(new StringReader(XML_1)));

		assertThat(result).and(expected).areSimilar();
	}",Eager Test
"@Test
	public void testContentHandlerElement() throws Exception {

		Element rootElement = result.createElementNS(""namespace"", ""root"");
		result.appendChild(rootElement);
		handler = new DomContentHandler(rootElement);
		expected = documentBuilder.parse(new InputSource(new StringReader(XML_2_EXPECTED)));
		xmlReader.setContentHandler(handler);
		xmlReader.parse(new InputSource(new StringReader(XML_2_SNIPPET)));

		assertThat(result).and(expected).areSimilar();
	}",Eager Test
"@Test
	public void testGetQNameForNodeNoNamespace() throws Exception {

		DocumentBuilderFactory factory = DocumentBuilderFactoryUtils.newInstance();
		DocumentBuilder builder = factory.newDocumentBuilder();
		Document document = builder.newDocument();
		Element element = document.createElement(""localname"");
		QName qName = QNameUtils.getQNameForNode(element);

		assertThat(qName).isNotNull();
		assertThat(qName.getLocalPart()).isEqualTo(""localname"");
		assertThat(qName.getNamespaceURI()).isEmpty();
		assertThat(qName.getPrefix()).isEmpty();
	}",Eager Test
"@Test
	public void testInvalidQNames() {

		assertThat(QNameUtils.validateQName(null)).isFalse();
		assertThat(QNameUtils.validateQName("""")).isFalse();
		assertThat(QNameUtils.validateQName(""{namespace}",No Smells
"@Test
	public void testToQNameNoPrefix() {

		QName result = QNameUtils.toQName(""namespace"", ""localName"");

		assertThat(result.getNamespaceURI()).isEqualTo(""namespace"");
		assertThat(result.getPrefix()).isEqualTo("""");
		assertThat(result.getLocalPart()).isEqualTo(""localName"");
	}",No Smells
"@Test
	public void testStringResult() throws Exception {

		Document document = DocumentBuilderFactoryUtils.newInstance().newDocumentBuilder().newDocument();
		Element element = document.createElementNS(""namespace"", ""prefix:localName"");
		document.appendChild(element);

		Transformer transformer = TransformerFactoryUtils.newInstance().newTransformer();
		StringResult result = new StringResult();
		transformer.transform(new DOMSource(document), result);

		assertThat(result.toString()).and(""<prefix:localName xmlns:prefix='namespace'/>"").ignoreWhitespace().areIdentical();
	}",Eager Test + Mystery Guest
"@Test
	public void testDoWithSaxSource() throws Exception {

		XMLReader reader = XMLReaderFactory.createXMLReader();
		InputSource inputSource = new InputSource();

		TraxUtils.SourceCallback mock = createMock(TraxUtils.SourceCallback.class);
		mock.saxSource(reader, inputSource);

		replay(mock);

		TraxUtils.doWithSource(new SAXSource(reader, inputSource), mock);

		verify(mock);
	}",Eager Test
"@Test
	public void testDoWithStaxResultEventWriter() throws Exception {

		XMLOutputFactory outputFactory = XMLOutputFactory.newInstance();
		XMLEventWriter eventWriter = outputFactory.createXMLEventWriter(new StringWriter());

		TraxUtils.ResultCallback mock = createMock(TraxUtils.ResultCallback.class);
		mock.staxResult(eventWriter);

		replay(mock);

		TraxUtils.doWithResult(StaxUtils.createStaxResult(eventWriter), mock);

		verify(mock);
	}",Eager Test
